FAB,LOT_ID,LOT_TYPE,PRODUCT,START_TIME,LOT_SIZE,DUE_DATE,PRIORITY
SIMTECH,LOT_2202070002,Y,15ESZ-0001-AC-BL-WT-BLK-C-C,07/02/2022 02:28:42,1,12/02/2022 00:00:00,0

