EQPT_ID,OPERATING_MODE,CHAMBER_KEY,THP_FACTOR
EQ_WAFER_66,*,000110100000000000,43
EQ_WAFER_66,*,000101100000000000,43
EQ_WAFER_66,*,000011100000000000,43
EQ_WAFER_66,*,110000000000000000,29
EQ_WAFER_66,*,101000000000000000,29
EQ_WAFER_66,*,100100000000000000,29
EQ_WAFER_66,*,100010000000000000,29
EQ_WAFER_66,*,100001000000000000,29
EQ_WAFER_66,*,100000100000000000,29
EQ_WAFER_66,*,011000000000000000,29
EQ_WAFER_66,*,010100000000000000,29
EQ_WAFER_66,*,010010000000000000,29
EQ_WAFER_66,*,010001000000000000,29
EQ_WAFER_66,*,010000100000000000,29
EQ_WAFER_66,*,001100000000000000,29
EQ_WAFER_66,*,001010000000000000,29
EQ_WAFER_66,*,001001000000000000,29
EQ_WAFER_66,*,001000100000000000,29
EQ_WAFER_66,*,000110000000000000,29
EQ_WAFER_66,*,000101000000000000,29
EQ_WAFER_66,*,000100100000000000,29
EQ_WAFER_66,*,000011000000000000,29
EQ_WAFER_66,*,000010100000000000,29
EQ_WAFER_66,*,000001100000000000,29
EQ_WAFER_66,*,100000000000000000,14
EQ_WAFER_66,*,010000000000000000,14
EQ_WAFER_66,*,001000000000000000,14
EQ_WAFER_66,*,000100000000000000,14
EQ_WAFER_66,*,000010000000000000,14
EQ_WAFER_66,*,000001000000000000,14
EQ_WAFER_66,*,000000100000000000,14
EQ_WAFER_65,REC_WAFER_56,000011110000000000,100
EQ_WAFER_65,REC_WAFER_56,000011100000000000,75
EQ_WAFER_65,REC_WAFER_56,000011010000000000,75
EQ_WAFER_65,REC_WAFER_56,000010110000000000,75
EQ_WAFER_65,REC_WAFER_56,000001110000000000,75
EQ_WAFER_65,REC_WAFER_56,000011000000000000,50
EQ_WAFER_65,REC_WAFER_56,000010100000000000,50
EQ_WAFER_65,REC_WAFER_56,000010010000000000,50
EQ_WAFER_65,REC_WAFER_56,000001100000000000,50
EQ_WAFER_65,REC_WAFER_56,000001010000000000,50
EQ_WAFER_65,REC_WAFER_56,000000110000000000,50
EQ_WAFER_65,REC_WAFER_56,000010000000000000,25
EQ_WAFER_65,REC_WAFER_56,000001000000000000,25
EQ_WAFER_65,REC_WAFER_56,000000100000000000,25
EQ_WAFER_65,REC_WAFER_56,000000010000000000,25
EQ_WAFER_65,REC_WAFER_53,000001100000000000,100
EQ_WAFER_65,REC_WAFER_53,000001000000000000,50
EQ_WAFER_65,REC_WAFER_53,000000100000000000,50
EQ_WAFER_65,REC_WAFER_47,010000000000000000,100
EQ_WAFER_65,*,111111110000000000,100
EQ_WAFER_65,*,111111100000000000,88
EQ_WAFER_65,*,111111010000000000,88
EQ_WAFER_65,*,111110110000000000,88
EQ_WAFER_65,*,111101110000000000,88
EQ_WAFER_65,*,111011110000000000,88
EQ_WAFER_65,*,110111110000000000,88
EQ_WAFER_65,*,101111110000000000,88
EQ_WAFER_65,*,011111110000000000,88
EQ_WAFER_65,*,111111000000000000,75
EQ_WAFER_65,*,111110100000000000,75
EQ_WAFER_65,*,111110010000000000,75
EQ_WAFER_65,*,111101100000000000,75
EQ_WAFER_65,*,111101010000000000,75
EQ_WAFER_65,*,111100110000000000,75
EQ_WAFER_65,*,111011100000000000,75
EQ_WAFER_65,*,111011010000000000,75
EQ_WAFER_65,*,111010110000000000,75
EQ_WAFER_65,*,111001110000000000,75
EQ_WAFER_65,*,110111100000000000,75
EQ_WAFER_65,*,110111010000000000,75
EQ_WAFER_65,*,110110110000000000,75
EQ_WAFER_65,*,110101110000000000,75
EQ_WAFER_65,*,110011110000000000,75
EQ_WAFER_65,*,101111100000000000,75
EQ_WAFER_65,*,101111010000000000,75
EQ_WAFER_65,*,101110110000000000,75
EQ_WAFER_65,*,101101110000000000,75
EQ_WAFER_65,*,101011110000000000,75
EQ_WAFER_65,*,100111110000000000,75
EQ_WAFER_65,*,011111100000000000,75
EQ_WAFER_65,*,011111010000000000,75
EQ_WAFER_65,*,011110110000000000,75
EQ_WAFER_65,*,011101110000000000,75
EQ_WAFER_65,*,011011110000000000,75
EQ_WAFER_65,*,010111110000000000,75
EQ_WAFER_65,*,001111110000000000,75
EQ_WAFER_65,*,111110000000000000,63
EQ_WAFER_65,*,111101000000000000,63
EQ_WAFER_65,*,111100100000000000,63
EQ_WAFER_65,*,111100010000000000,63
EQ_WAFER_65,*,111011000000000000,63
EQ_WAFER_65,*,111010100000000000,63
EQ_WAFER_65,*,111010010000000000,63
EQ_WAFER_65,*,111001100000000000,63
EQ_WAFER_65,*,111001010000000000,63
EQ_WAFER_65,*,111000110000000000,63
EQ_WAFER_65,*,110111000000000000,63
EQ_WAFER_65,*,110110100000000000,63
EQ_WAFER_65,*,110110010000000000,63
EQ_WAFER_65,*,110101100000000000,63
EQ_WAFER_65,*,110101010000000000,63
EQ_WAFER_65,*,110100110000000000,63
EQ_WAFER_65,*,110011100000000000,63
EQ_WAFER_65,*,110011010000000000,63
EQ_WAFER_65,*,110010110000000000,63
EQ_WAFER_65,*,110001110000000000,63
EQ_WAFER_65,*,101111000000000000,63
EQ_WAFER_65,*,101110100000000000,63
EQ_WAFER_65,*,101110010000000000,63
EQ_WAFER_65,*,101101100000000000,63
EQ_WAFER_65,*,101101010000000000,63
EQ_WAFER_65,*,101100110000000000,63
EQ_WAFER_65,*,101011100000000000,63
EQ_WAFER_65,*,101011010000000000,63
EQ_WAFER_65,*,101010110000000000,63
EQ_WAFER_65,*,101001110000000000,63
EQ_WAFER_65,*,100111100000000000,63
EQ_WAFER_65,*,100111010000000000,63
EQ_WAFER_65,*,100110110000000000,63
EQ_WAFER_65,*,100101110000000000,63
EQ_WAFER_65,*,100011110000000000,63
EQ_WAFER_65,*,011111000000000000,63
EQ_WAFER_65,*,011110100000000000,63
EQ_WAFER_65,*,011110010000000000,63
EQ_WAFER_65,*,011101100000000000,63
EQ_WAFER_65,*,011101010000000000,63
EQ_WAFER_65,*,011100110000000000,63
EQ_WAFER_65,*,011011100000000000,63
EQ_WAFER_65,*,011011010000000000,63
EQ_WAFER_65,*,011010110000000000,63
EQ_WAFER_65,*,011001110000000000,63
EQ_WAFER_65,*,010111100000000000,63
EQ_WAFER_65,*,010111010000000000,63
EQ_WAFER_65,*,010110110000000000,63
EQ_WAFER_65,*,010101110000000000,63
EQ_WAFER_65,*,010011110000000000,63
EQ_WAFER_65,*,001111100000000000,63
EQ_WAFER_65,*,001111010000000000,63
EQ_WAFER_65,*,001110110000000000,63
EQ_WAFER_65,*,001101110000000000,63
EQ_WAFER_65,*,001011110000000000,63
EQ_WAFER_65,*,000111110000000000,63
EQ_WAFER_65,*,111100000000000000,50
EQ_WAFER_65,*,111010000000000000,50
EQ_WAFER_65,*,111001000000000000,50
EQ_WAFER_65,*,111000100000000000,50
EQ_WAFER_65,*,111000010000000000,50
EQ_WAFER_65,*,110110000000000000,50
EQ_WAFER_65,*,110101000000000000,50
EQ_WAFER_65,*,110100100000000000,50
EQ_WAFER_65,*,110100010000000000,50
EQ_WAFER_65,*,110011000000000000,50
EQ_WAFER_65,*,110010100000000000,50
EQ_WAFER_65,*,110010010000000000,50
EQ_WAFER_65,*,110001100000000000,50
EQ_WAFER_65,*,110001010000000000,50
EQ_WAFER_65,*,110000110000000000,50
EQ_WAFER_65,*,101110000000000000,50
EQ_WAFER_65,*,101101000000000000,50
EQ_WAFER_65,*,101100100000000000,50
EQ_WAFER_65,*,101100010000000000,50
EQ_WAFER_65,*,101011000000000000,50
EQ_WAFER_65,*,101010100000000000,50
EQ_WAFER_65,*,101010010000000000,50
EQ_WAFER_65,*,101001100000000000,50
EQ_WAFER_65,*,101001010000000000,50
EQ_WAFER_65,*,101000110000000000,50
EQ_WAFER_65,*,100111000000000000,50
EQ_WAFER_65,*,100110100000000000,50
EQ_WAFER_65,*,100110010000000000,50
EQ_WAFER_65,*,100101100000000000,50
EQ_WAFER_65,*,100101010000000000,50
EQ_WAFER_65,*,100100110000000000,50
EQ_WAFER_65,*,100011100000000000,50
EQ_WAFER_65,*,100011010000000000,50
EQ_WAFER_65,*,100010110000000000,50
EQ_WAFER_65,*,100001110000000000,50
EQ_WAFER_65,*,011110000000000000,50
EQ_WAFER_65,*,011101000000000000,50
EQ_WAFER_65,*,011100100000000000,50
EQ_WAFER_65,*,011100010000000000,50
EQ_WAFER_65,*,011011000000000000,50
EQ_WAFER_65,*,011010100000000000,50
EQ_WAFER_65,*,011010010000000000,50
EQ_WAFER_65,*,011001100000000000,50
EQ_WAFER_65,*,011001010000000000,50
EQ_WAFER_65,*,011000110000000000,50
EQ_WAFER_65,*,010111000000000000,50
EQ_WAFER_65,*,010110100000000000,50
EQ_WAFER_65,*,010110010000000000,50
EQ_WAFER_65,*,010101100000000000,50
EQ_WAFER_65,*,010101010000000000,50
EQ_WAFER_65,*,010100110000000000,50
EQ_WAFER_65,*,010011100000000000,50
EQ_WAFER_65,*,010011010000000000,50
EQ_WAFER_65,*,010010110000000000,50
EQ_WAFER_65,*,010001110000000000,50
EQ_WAFER_65,*,001111000000000000,50
EQ_WAFER_65,*,001110100000000000,50
EQ_WAFER_65,*,001110010000000000,50
EQ_WAFER_65,*,001101100000000000,50
EQ_WAFER_65,*,001101010000000000,50
EQ_WAFER_65,*,001100110000000000,50
EQ_WAFER_65,*,001011100000000000,50
EQ_WAFER_65,*,001011010000000000,50
EQ_WAFER_65,*,001010110000000000,50
EQ_WAFER_65,*,001001110000000000,50
EQ_WAFER_65,*,000111100000000000,50
EQ_WAFER_65,*,000111010000000000,50
EQ_WAFER_65,*,000110110000000000,50
EQ_WAFER_65,*,000101110000000000,50
EQ_WAFER_65,*,000011110000000000,50
EQ_WAFER_65,*,111000000000000000,38
EQ_WAFER_65,*,110100000000000000,38
EQ_WAFER_65,*,110010000000000000,38
EQ_WAFER_65,*,110001000000000000,38
EQ_WAFER_65,*,110000100000000000,38
EQ_WAFER_65,*,110000010000000000,38
EQ_WAFER_65,*,101100000000000000,38
EQ_WAFER_65,*,101010000000000000,38
EQ_WAFER_65,*,101001000000000000,38
EQ_WAFER_65,*,101000100000000000,38
EQ_WAFER_65,*,101000010000000000,38
EQ_WAFER_65,*,100110000000000000,38
EQ_WAFER_65,*,100101000000000000,38
EQ_WAFER_65,*,100100100000000000,38
EQ_WAFER_65,*,100100010000000000,38
EQ_WAFER_65,*,100011000000000000,38
EQ_WAFER_65,*,100010100000000000,38
EQ_WAFER_65,*,100010010000000000,38
EQ_WAFER_65,*,100001100000000000,38
EQ_WAFER_65,*,100001010000000000,38
EQ_WAFER_65,*,100000110000000000,38
EQ_WAFER_65,*,011100000000000000,38
EQ_WAFER_65,*,011010000000000000,38
EQ_WAFER_65,*,011001000000000000,38
EQ_WAFER_65,*,011000100000000000,38
EQ_WAFER_65,*,011000010000000000,38
EQ_WAFER_65,*,010110000000000000,38
EQ_WAFER_65,*,010101000000000000,38
EQ_WAFER_65,*,010100100000000000,38
EQ_WAFER_65,*,010100010000000000,38
EQ_WAFER_65,*,010011000000000000,38
EQ_WAFER_65,*,010010100000000000,38
EQ_WAFER_65,*,010010010000000000,38
EQ_WAFER_65,*,010001100000000000,38
EQ_WAFER_65,*,010001010000000000,38
EQ_WAFER_65,*,010000110000000000,38
EQ_WAFER_65,*,001110000000000000,38
EQ_WAFER_65,*,001101000000000000,38
EQ_WAFER_65,*,001100100000000000,38
EQ_WAFER_65,*,001100010000000000,38
EQ_WAFER_65,*,001011000000000000,38
EQ_WAFER_65,*,001010100000000000,38
EQ_WAFER_65,*,001010010000000000,38
EQ_WAFER_65,*,001001100000000000,38
EQ_WAFER_65,*,001001010000000000,38
EQ_WAFER_65,*,001000110000000000,38
EQ_WAFER_65,*,000111000000000000,38
EQ_WAFER_65,*,000110100000000000,38
EQ_WAFER_65,*,000110010000000000,38
EQ_WAFER_65,*,000101100000000000,38
EQ_WAFER_65,*,000101010000000000,38
EQ_WAFER_65,*,000100110000000000,38
EQ_WAFER_65,*,000011100000000000,38
EQ_WAFER_65,*,000011010000000000,38
EQ_WAFER_65,*,000010110000000000,38
EQ_WAFER_65,*,000001110000000000,38
EQ_WAFER_65,*,110000000000000000,25
EQ_WAFER_65,*,101000000000000000,25
EQ_WAFER_65,*,100100000000000000,25
EQ_WAFER_65,*,100010000000000000,25
EQ_WAFER_65,*,100001000000000000,25
EQ_WAFER_65,*,100000100000000000,25
EQ_WAFER_65,*,100000010000000000,25
EQ_WAFER_65,*,011000000000000000,25
EQ_WAFER_65,*,010100000000000000,25
EQ_WAFER_65,*,010010000000000000,25
EQ_WAFER_65,*,010001000000000000,25
EQ_WAFER_65,*,010000100000000000,25
EQ_WAFER_65,*,010000010000000000,25
EQ_WAFER_65,*,001100000000000000,25
EQ_WAFER_65,*,001010000000000000,25
EQ_WAFER_65,*,001001000000000000,25
EQ_WAFER_65,*,001000100000000000,25
EQ_WAFER_65,*,001000010000000000,25
EQ_WAFER_65,*,000110000000000000,25
EQ_WAFER_65,*,000101000000000000,25
EQ_WAFER_65,*,000100100000000000,25
EQ_WAFER_65,*,000100010000000000,25
EQ_WAFER_65,*,000011000000000000,25
EQ_WAFER_65,*,000010100000000000,25
EQ_WAFER_65,*,000010010000000000,25
EQ_WAFER_65,*,000001100000000000,25
EQ_WAFER_65,*,000001010000000000,25
EQ_WAFER_65,*,000000110000000000,25
EQ_WAFER_65,*,100000000000000000,13
EQ_WAFER_65,*,010000000000000000,13
EQ_WAFER_65,*,001000000000000000,13
EQ_WAFER_65,*,000100000000000000,13
EQ_WAFER_65,*,000010000000000000,13
EQ_WAFER_65,*,000001000000000000,13
EQ_WAFER_65,*,000000100000000000,13
EQ_WAFER_65,*,000000010000000000,13
EQ_WAFER_64,REC_WAFER_59,000100100000000000,100
EQ_WAFER_64,REC_WAFER_59,000100000000000000,50
EQ_WAFER_64,REC_WAFER_59,000000100000000000,50
EQ_WAFER_64,REC_WAFER_50,000001000000000000,100
EQ_WAFER_64,REC_WAFER_44,000011000000000000,100
EQ_WAFER_64,REC_WAFER_44,000010000000000000,50
EQ_WAFER_64,REC_WAFER_44,000001000000000000,50
EQ_WAFER_64,REC_WAFER_41,000010000000000000,100
EQ_WAFER_64,*,111111100000000000,100
EQ_WAFER_64,*,111111000000000000,86
EQ_WAFER_64,*,111110100000000000,86
EQ_WAFER_64,*,111101100000000000,86
EQ_WAFER_64,*,111011100000000000,86
EQ_WAFER_64,*,110111100000000000,86
EQ_WAFER_64,*,101111100000000000,86
EQ_WAFER_64,*,011111100000000000,86
EQ_WAFER_64,*,111110000000000000,71
EQ_WAFER_64,*,111101000000000000,71
EQ_WAFER_64,*,111100100000000000,71
EQ_WAFER_64,*,111011000000000000,71
EQ_WAFER_64,*,111010100000000000,71
EQ_WAFER_64,*,111001100000000000,71
EQ_WAFER_64,*,110111000000000000,71
EQ_WAFER_64,*,110110100000000000,71
EQ_WAFER_64,*,110101100000000000,71
EQ_WAFER_64,*,110011100000000000,71
EQ_WAFER_64,*,101111000000000000,71
EQ_WAFER_64,*,101110100000000000,71
EQ_WAFER_64,*,101101100000000000,71
EQ_WAFER_64,*,101011100000000000,71
EQ_WAFER_64,*,100111100000000000,71
EQ_WAFER_64,*,011111000000000000,71
EQ_WAFER_64,*,011110100000000000,71
EQ_WAFER_64,*,011101100000000000,71
EQ_WAFER_64,*,011011100000000000,71
EQ_WAFER_64,*,010111100000000000,71
EQ_WAFER_64,*,001111100000000000,71
EQ_WAFER_64,*,111100000000000000,57
EQ_WAFER_64,*,111010000000000000,57
EQ_WAFER_64,*,111001000000000000,57
EQ_WAFER_64,*,111000100000000000,57
EQ_WAFER_64,*,110110000000000000,57
EQ_WAFER_64,*,110101000000000000,57
EQ_WAFER_64,*,110100100000000000,57
EQ_WAFER_64,*,110011000000000000,57
EQ_WAFER_64,*,110010100000000000,57
EQ_WAFER_64,*,110001100000000000,57
EQ_WAFER_64,*,101110000000000000,57
EQ_WAFER_64,*,101101000000000000,57
EQ_WAFER_64,*,101100100000000000,57
EQ_WAFER_64,*,101011000000000000,57
EQ_WAFER_64,*,101010100000000000,57
EQ_WAFER_64,*,101001100000000000,57
EQ_WAFER_64,*,100111000000000000,57
EQ_WAFER_64,*,100110100000000000,57
EQ_WAFER_64,*,100101100000000000,57
EQ_WAFER_64,*,100011100000000000,57
EQ_WAFER_64,*,011110000000000000,57
EQ_WAFER_64,*,011101000000000000,57
EQ_WAFER_64,*,011100100000000000,57
EQ_WAFER_64,*,011011000000000000,57
EQ_WAFER_64,*,011010100000000000,57
EQ_WAFER_64,*,011001100000000000,57
EQ_WAFER_64,*,010111000000000000,57
EQ_WAFER_64,*,010110100000000000,57
EQ_WAFER_64,*,010101100000000000,57
EQ_WAFER_64,*,010011100000000000,57
EQ_WAFER_64,*,001111000000000000,57
EQ_WAFER_64,*,001110100000000000,57
EQ_WAFER_64,*,001101100000000000,57
EQ_WAFER_64,*,001011100000000000,57
EQ_WAFER_64,*,000111100000000000,57
EQ_WAFER_64,*,111000000000000000,43
EQ_WAFER_64,*,110100000000000000,43
EQ_WAFER_64,*,110010000000000000,43
EQ_WAFER_64,*,110001000000000000,43
EQ_WAFER_64,*,110000100000000000,43
EQ_WAFER_64,*,101100000000000000,43
EQ_WAFER_64,*,101010000000000000,43
EQ_WAFER_64,*,101001000000000000,43
EQ_WAFER_64,*,101000100000000000,43
EQ_WAFER_64,*,100110000000000000,43
EQ_WAFER_64,*,100101000000000000,43
EQ_WAFER_64,*,100100100000000000,43
EQ_WAFER_64,*,100011000000000000,43
EQ_WAFER_64,*,100010100000000000,43
EQ_WAFER_64,*,100001100000000000,43
EQ_WAFER_64,*,011100000000000000,43
EQ_WAFER_64,*,011010000000000000,43
EQ_WAFER_64,*,011001000000000000,43
EQ_WAFER_64,*,011000100000000000,43
EQ_WAFER_64,*,010110000000000000,43
EQ_WAFER_64,*,010101000000000000,43
EQ_WAFER_64,*,010100100000000000,43
EQ_WAFER_64,*,010011000000000000,43
EQ_WAFER_64,*,010010100000000000,43
EQ_WAFER_64,*,010001100000000000,43
EQ_WAFER_64,*,001110000000000000,43
EQ_WAFER_64,*,001101000000000000,43
EQ_WAFER_64,*,001100100000000000,43
EQ_WAFER_64,*,001011000000000000,43
EQ_WAFER_64,*,001010100000000000,43
EQ_WAFER_64,*,001001100000000000,43
EQ_WAFER_64,*,000111000000000000,43
EQ_WAFER_64,*,000110100000000000,43
EQ_WAFER_64,*,000101100000000000,43
EQ_WAFER_64,*,000011100000000000,43
EQ_WAFER_64,*,110000000000000000,29
EQ_WAFER_64,*,101000000000000000,29
EQ_WAFER_64,*,100100000000000000,29
EQ_WAFER_64,*,100010000000000000,29
EQ_WAFER_64,*,100001000000000000,29
EQ_WAFER_64,*,100000100000000000,29
EQ_WAFER_64,*,011000000000000000,29
EQ_WAFER_64,*,010100000000000000,29
EQ_WAFER_64,*,010010000000000000,29
EQ_WAFER_64,*,010001000000000000,29
EQ_WAFER_64,*,010000100000000000,29
EQ_WAFER_64,*,001100000000000000,29
EQ_WAFER_64,*,001010000000000000,29
EQ_WAFER_64,*,001001000000000000,29
EQ_WAFER_64,*,001000100000000000,29
EQ_WAFER_64,*,000110000000000000,29
EQ_WAFER_64,*,000101000000000000,29
EQ_WAFER_64,*,000100100000000000,29
EQ_WAFER_64,*,000011000000000000,29
EQ_WAFER_64,*,000010100000000000,29
EQ_WAFER_64,*,000001100000000000,29
EQ_WAFER_64,*,100000000000000000,14
EQ_WAFER_64,*,010000000000000000,14
EQ_WAFER_64,*,001000000000000000,14
EQ_WAFER_64,*,000100000000000000,14
EQ_WAFER_64,*,000010000000000000,14
EQ_WAFER_64,*,000001000000000000,14
EQ_WAFER_64,*,000000100000000000,14
EQ_WAFER_63,REC_WAFER_56,000111000000000000,100
EQ_WAFER_63,REC_WAFER_56,000110000000000000,67
EQ_WAFER_63,REC_WAFER_56,000101000000000000,67
EQ_WAFER_63,REC_WAFER_56,000011000000000000,67
EQ_WAFER_63,REC_WAFER_56,000100000000000000,33
EQ_WAFER_63,REC_WAFER_56,000010000000000000,33
EQ_WAFER_63,REC_WAFER_56,000001000000000000,33
EQ_WAFER_63,REC_WAFER_53,000100000000000000,100
EQ_WAFER_63,*,111111100000000000,100
EQ_WAFER_63,*,111111000000000000,86
EQ_WAFER_63,*,111110100000000000,86
EQ_WAFER_63,*,111101100000000000,86
EQ_WAFER_63,*,111011100000000000,86
EQ_WAFER_63,*,110111100000000000,86
EQ_WAFER_63,*,101111100000000000,86
EQ_WAFER_63,*,011111100000000000,86
EQ_WAFER_63,*,111110000000000000,71
EQ_WAFER_63,*,111101000000000000,71
EQ_WAFER_63,*,111100100000000000,71
EQ_WAFER_63,*,111011000000000000,71
EQ_WAFER_63,*,111010100000000000,71
EQ_WAFER_63,*,111001100000000000,71
EQ_WAFER_63,*,110111000000000000,71
EQ_WAFER_63,*,110110100000000000,71
EQ_WAFER_63,*,110101100000000000,71
EQ_WAFER_63,*,110011100000000000,71
EQ_WAFER_63,*,101111000000000000,71
EQ_WAFER_63,*,101110100000000000,71
EQ_WAFER_63,*,101101100000000000,71
EQ_WAFER_63,*,101011100000000000,71
EQ_WAFER_63,*,100111100000000000,71
EQ_WAFER_63,*,011111000000000000,71
EQ_WAFER_63,*,011110100000000000,71
EQ_WAFER_63,*,011101100000000000,71
EQ_WAFER_63,*,011011100000000000,71
EQ_WAFER_63,*,010111100000000000,71
EQ_WAFER_63,*,001111100000000000,71
EQ_WAFER_63,*,111100000000000000,57
EQ_WAFER_63,*,111010000000000000,57
EQ_WAFER_63,*,111001000000000000,57
EQ_WAFER_63,*,111000100000000000,57
EQ_WAFER_63,*,110110000000000000,57
EQ_WAFER_63,*,110101000000000000,57
EQ_WAFER_63,*,110100100000000000,57
EQ_WAFER_63,*,110011000000000000,57
EQ_WAFER_63,*,110010100000000000,57
EQ_WAFER_63,*,110001100000000000,57
EQ_WAFER_63,*,101110000000000000,57
EQ_WAFER_63,*,101101000000000000,57
EQ_WAFER_63,*,101100100000000000,57
EQ_WAFER_63,*,101011000000000000,57
EQ_WAFER_63,*,101010100000000000,57
EQ_WAFER_63,*,101001100000000000,57
EQ_WAFER_63,*,100111000000000000,57
EQ_WAFER_63,*,100110100000000000,57
EQ_WAFER_63,*,100101100000000000,57
EQ_WAFER_63,*,100011100000000000,57
EQ_WAFER_63,*,011110000000000000,57
EQ_WAFER_63,*,011101000000000000,57
EQ_WAFER_63,*,011100100000000000,57
EQ_WAFER_63,*,011011000000000000,57
EQ_WAFER_63,*,011010100000000000,57
EQ_WAFER_63,*,011001100000000000,57
EQ_WAFER_63,*,010111000000000000,57
EQ_WAFER_63,*,010110100000000000,57
EQ_WAFER_63,*,010101100000000000,57
EQ_WAFER_63,*,010011100000000000,57
EQ_WAFER_63,*,001111000000000000,57
EQ_WAFER_63,*,001110100000000000,57
EQ_WAFER_63,*,001101100000000000,57
EQ_WAFER_63,*,001011100000000000,57
EQ_WAFER_63,*,000111100000000000,57
EQ_WAFER_63,*,111000000000000000,43
EQ_WAFER_63,*,110100000000000000,43
EQ_WAFER_63,*,110010000000000000,43
EQ_WAFER_63,*,110001000000000000,43
EQ_WAFER_63,*,110000100000000000,43
EQ_WAFER_63,*,101100000000000000,43
EQ_WAFER_63,*,101010000000000000,43
EQ_WAFER_63,*,101001000000000000,43
EQ_WAFER_63,*,101000100000000000,43
EQ_WAFER_63,*,100110000000000000,43
EQ_WAFER_63,*,100101000000000000,43
EQ_WAFER_63,*,100100100000000000,43
EQ_WAFER_63,*,100011000000000000,43
EQ_WAFER_63,*,100010100000000000,43
EQ_WAFER_63,*,100001100000000000,43
EQ_WAFER_63,*,011100000000000000,43
EQ_WAFER_63,*,011010000000000000,43
EQ_WAFER_63,*,011001000000000000,43
EQ_WAFER_63,*,011000100000000000,43
EQ_WAFER_63,*,010110000000000000,43
EQ_WAFER_63,*,010101000000000000,43
EQ_WAFER_63,*,010100100000000000,43
EQ_WAFER_63,*,010011000000000000,43
EQ_WAFER_63,*,010010100000000000,43
EQ_WAFER_63,*,010001100000000000,43
EQ_WAFER_63,*,001110000000000000,43
EQ_WAFER_63,*,001101000000000000,43
EQ_WAFER_63,*,001100100000000000,43
EQ_WAFER_63,*,001011000000000000,43
EQ_WAFER_63,*,001010100000000000,43
EQ_WAFER_63,*,001001100000000000,43
EQ_WAFER_63,*,000111000000000000,43
EQ_WAFER_63,*,000110100000000000,43
EQ_WAFER_63,*,000101100000000000,43
EQ_WAFER_63,*,000011100000000000,43
EQ_WAFER_63,*,110000000000000000,29
EQ_WAFER_63,*,101000000000000000,29
EQ_WAFER_63,*,100100000000000000,29
EQ_WAFER_63,*,100010000000000000,29
EQ_WAFER_63,*,100001000000000000,29
EQ_WAFER_63,*,100000100000000000,29
EQ_WAFER_63,*,011000000000000000,29
EQ_WAFER_63,*,010100000000000000,29
EQ_WAFER_63,*,010010000000000000,29
EQ_WAFER_63,*,010001000000000000,29
EQ_WAFER_63,*,010000100000000000,29
EQ_WAFER_63,*,001100000000000000,29
EQ_WAFER_63,*,001010000000000000,29
EQ_WAFER_63,*,001001000000000000,29
EQ_WAFER_63,*,001000100000000000,29
EQ_WAFER_63,*,000110000000000000,29
EQ_WAFER_63,*,000101000000000000,29
EQ_WAFER_63,*,000100100000000000,29
EQ_WAFER_63,*,000011000000000000,29
EQ_WAFER_63,*,000010100000000000,29
EQ_WAFER_63,*,000001100000000000,29
EQ_WAFER_63,*,100000000000000000,14
EQ_WAFER_63,*,010000000000000000,14
EQ_WAFER_63,*,001000000000000000,14
EQ_WAFER_63,*,000100000000000000,14
EQ_WAFER_63,*,000010000000000000,14
EQ_WAFER_63,*,000001000000000000,14
EQ_WAFER_63,*,000000100000000000,14
EQ_WAFER_62,REC_WAFER_56,000110000000000000,100
EQ_WAFER_62,REC_WAFER_56,000100000000000000,50
EQ_WAFER_62,REC_WAFER_56,000010000000000000,50
EQ_WAFER_62,REC_WAFER_53,000110000000000000,100
EQ_WAFER_62,REC_WAFER_53,000100000000000000,50
EQ_WAFER_62,REC_WAFER_53,000010000000000000,50
EQ_WAFER_62,REC_WAFER_50,000000100000000000,100
EQ_WAFER_62,REC_WAFER_44,000001100000000000,100
EQ_WAFER_62,REC_WAFER_44,000001000000000000,50
EQ_WAFER_62,REC_WAFER_44,000000100000000000,50
EQ_WAFER_62,REC_WAFER_41,000000100000000000,100
EQ_WAFER_62,*,111111100000000000,100
EQ_WAFER_62,*,111111000000000000,86
EQ_WAFER_62,*,111110100000000000,86
EQ_WAFER_62,*,111101100000000000,86
EQ_WAFER_62,*,111011100000000000,86
EQ_WAFER_62,*,110111100000000000,86
EQ_WAFER_62,*,101111100000000000,86
EQ_WAFER_62,*,011111100000000000,86
EQ_WAFER_62,*,111110000000000000,71
EQ_WAFER_62,*,111101000000000000,71
EQ_WAFER_62,*,111100100000000000,71
EQ_WAFER_62,*,111011000000000000,71
EQ_WAFER_62,*,111010100000000000,71
EQ_WAFER_62,*,111001100000000000,71
EQ_WAFER_62,*,110111000000000000,71
EQ_WAFER_62,*,110110100000000000,71
EQ_WAFER_62,*,110101100000000000,71
EQ_WAFER_62,*,110011100000000000,71
EQ_WAFER_62,*,101111000000000000,71
EQ_WAFER_62,*,101110100000000000,71
EQ_WAFER_62,*,101101100000000000,71
EQ_WAFER_62,*,101011100000000000,71
EQ_WAFER_62,*,100111100000000000,71
EQ_WAFER_62,*,011111000000000000,71
EQ_WAFER_62,*,011110100000000000,71
EQ_WAFER_62,*,011101100000000000,71
EQ_WAFER_62,*,011011100000000000,71
EQ_WAFER_62,*,010111100000000000,71
EQ_WAFER_62,*,001111100000000000,71
EQ_WAFER_62,*,111100000000000000,57
EQ_WAFER_62,*,111010000000000000,57
