FAB,EQPT_ID,EQPT_GROUP_NAME,RECIPE,PRODUCT,FULL_RAW_PROCESS_TIME_IN_MINS,HALF_RAW_PROCESS_TIME_IN_MINS,FULL_INTERVAL_IN_MINS,HALF_INTERVAL_IN_MINS,FULL_RAW_PROCESS_TIME_DIST,HALF_RAW_PROCESS_TIME_DIST,STAGE
SIMTECH,EQ_WAFER_605,,REC_WAFER_847,*,172,,10.92,,,,*
SIMTECH,EQ_WAFER_605,,REC_WAFER_850,*,132,,11.08,,,,*
SIMTECH,EQ_WAFER_605,,REC_WAFER_853,*,132,,8.63,,,,*
SIMTECH,EQ_WAFER_605,,REC_WAFER_874,*,132,,7.88,,,,*
SIMTECH,EQ_WAFER_605,,REC_WAFER_877,*,132,,18.54,,,,*
SIMTECH,EQ_WAFER_605,,REC_WAFER_880,*,132,,10.04,,,,*
SIMTECH,EQ_WAFER_605,,REC_WAFER_886,*,73,,7.29,,,,*
SIMTECH,EQ_WAFER_605,,*,*,120.24,,11.23,,,,*
SIMTECH,EQ_WAFER_606,,REC_WAFER_782,*,83,,7.21,,,,*
SIMTECH,EQ_WAFER_606,,REC_WAFER_786,*,94,,7.79,,,,*
SIMTECH,EQ_WAFER_606,,REC_WAFER_790,*,158,,10.79,,,,*
SIMTECH,EQ_WAFER_606,,REC_WAFER_793,*,91,,7.46,,,,*
SIMTECH,EQ_WAFER_606,,REC_WAFER_796,*,73,,7.13,,,,*
SIMTECH,EQ_WAFER_606,,REC_WAFER_799,*,136,,9.33,,,,*
SIMTECH,EQ_WAFER_606,,REC_WAFER_802,*,165,,11.13,,,,*
SIMTECH,EQ_WAFER_606,,REC_WAFER_805,*,141,,8.17,,,,*
SIMTECH,EQ_WAFER_606,,REC_WAFER_808,*,89,,7.79,,,,*
SIMTECH,EQ_WAFER_606,,REC_WAFER_811,*,130,,11.83,,,,*
SIMTECH,EQ_WAFER_606,,REC_WAFER_829,*,148,,9.33,,,,*
SIMTECH,EQ_WAFER_606,,REC_WAFER_832,*,126,,10.88,,,,*
SIMTECH,EQ_WAFER_606,,REC_WAFER_835,*,132,,11.67,,,,*
SIMTECH,EQ_WAFER_606,,REC_WAFER_838,*,77,,6.92,,,,*
SIMTECH,EQ_WAFER_606,,REC_WAFER_841,*,98,,7.79,,,,*
SIMTECH,EQ_WAFER_606,,REC_WAFER_844,*,176,,15.71,,,,*
SIMTECH,EQ_WAFER_606,,REC_WAFER_847,*,172,,10.92,,,,*
SIMTECH,EQ_WAFER_606,,REC_WAFER_850,*,132,,11.08,,,,*
SIMTECH,EQ_WAFER_606,,REC_WAFER_853,*,132,,8.63,,,,*
SIMTECH,EQ_WAFER_606,,REC_WAFER_874,*,132,,7.88,,,,*
SIMTECH,EQ_WAFER_606,,REC_WAFER_877,*,132,,18.54,,,,*
SIMTECH,EQ_WAFER_606,,REC_WAFER_880,*,132,,10.04,,,,*
SIMTECH,EQ_WAFER_606,,REC_WAFER_886,*,73,,7.29,,,,*
SIMTECH,EQ_WAFER_606,,*,*,118.19,,11.38,,,,*
SIMTECH,EQ_WAFER_607,,REC_WAFER_782,*,83,,7.21,,,,*
SIMTECH,EQ_WAFER_607,,REC_WAFER_786,*,94,,7.79,,,,*
SIMTECH,EQ_WAFER_607,,REC_WAFER_790,*,158,,10.79,,,,*
SIMTECH,EQ_WAFER_607,,REC_WAFER_793,*,91,,7.46,,,,*
SIMTECH,EQ_WAFER_607,,REC_WAFER_796,*,73,,7.13,,,,*
SIMTECH,EQ_WAFER_607,,REC_WAFER_799,*,136,,9.33,,,,*
SIMTECH,EQ_WAFER_607,,REC_WAFER_802,*,165,,11.13,,,,*
SIMTECH,EQ_WAFER_607,,REC_WAFER_805,*,141,,8.17,,,,*
SIMTECH,EQ_WAFER_607,,REC_WAFER_808,*,89,,7.79,,,,*
SIMTECH,EQ_WAFER_607,,REC_WAFER_811,*,130,,11.83,,,,*
SIMTECH,EQ_WAFER_607,,REC_WAFER_829,*,148,,9.33,,,,*
SIMTECH,EQ_WAFER_607,,REC_WAFER_832,*,126,,10.88,,,,*
SIMTECH,EQ_WAFER_607,,REC_WAFER_835,*,132,,11.67,,,,*
SIMTECH,EQ_WAFER_607,,REC_WAFER_838,*,77,,6.92,,,,*
SIMTECH,EQ_WAFER_607,,REC_WAFER_841,*,98,,7.79,,,,*
SIMTECH,EQ_WAFER_607,,REC_WAFER_844,*,176,,15.71,,,,*
SIMTECH,EQ_WAFER_607,,REC_WAFER_847,*,172,,10.92,,,,*
SIMTECH,EQ_WAFER_607,,REC_WAFER_850,*,132,,11.08,,,,*
SIMTECH,EQ_WAFER_607,,REC_WAFER_853,*,132,,8.63,,,,*
SIMTECH,EQ_WAFER_607,,REC_WAFER_874,*,132,,7.88,,,,*
SIMTECH,EQ_WAFER_607,,REC_WAFER_877,*,132,,18.54,,,,*
SIMTECH,EQ_WAFER_607,,REC_WAFER_880,*,132,,10.04,,,,*
SIMTECH,EQ_WAFER_607,,REC_WAFER_886,*,73,,7.29,,,,*
SIMTECH,EQ_WAFER_607,,*,*,107.11,,9.89,,,,*
SIMTECH,EQ_WAFER_608,,REC_WAFER_782,*,83,,7.21,,,,*
SIMTECH,EQ_WAFER_608,,REC_WAFER_786,*,94,,7.79,,,,*
SIMTECH,EQ_WAFER_608,,REC_WAFER_790,*,158,,10.79,,,,*
SIMTECH,EQ_WAFER_608,,REC_WAFER_793,*,91,,7.46,,,,*
SIMTECH,EQ_WAFER_608,,REC_WAFER_796,*,73,,7.13,,,,*
SIMTECH,EQ_WAFER_608,,REC_WAFER_799,*,136,,9.33,,,,*
SIMTECH,EQ_WAFER_608,,REC_WAFER_802,*,165,,11.13,,,,*
SIMTECH,EQ_WAFER_608,,REC_WAFER_805,*,141,,8.17,,,,*
SIMTECH,EQ_WAFER_608,,REC_WAFER_808,*,89,,7.79,,,,*
SIMTECH,EQ_WAFER_608,,REC_WAFER_811,*,130,,11.83,,,,*
SIMTECH,EQ_WAFER_608,,REC_WAFER_829,*,148,,9.33,,,,*
SIMTECH,EQ_WAFER_608,,REC_WAFER_832,*,126,,10.88,,,,*
SIMTECH,EQ_WAFER_608,,REC_WAFER_835,*,132,,11.67,,,,*
SIMTECH,EQ_WAFER_608,,REC_WAFER_838,*,77,,6.92,,,,*
SIMTECH,EQ_WAFER_608,,REC_WAFER_841,*,98,,7.79,,,,*
SIMTECH,EQ_WAFER_608,,REC_WAFER_844,*,176,,15.71,,,,*
SIMTECH,EQ_WAFER_608,,REC_WAFER_847,*,172,,10.92,,,,*
SIMTECH,EQ_WAFER_608,,REC_WAFER_850,*,132,,11.08,,,,*
SIMTECH,EQ_WAFER_608,,REC_WAFER_853,*,132,,8.63,,,,*
SIMTECH,EQ_WAFER_608,,REC_WAFER_874,*,132,,7.88,,,,*
SIMTECH,EQ_WAFER_608,,REC_WAFER_877,*,132,,18.54,,,,*
SIMTECH,EQ_WAFER_608,,REC_WAFER_880,*,132,,10.04,,,,*
SIMTECH,EQ_WAFER_608,,REC_WAFER_886,*,73,,7.29,,,,*
SIMTECH,EQ_WAFER_608,,REC_WAFER_892,*,73,,7.71,,,,*
SIMTECH,EQ_WAFER_608,,*,*,107.09,,8.39,,,,*
SIMTECH,EQ_WAFER_609,,REC_WAFER_782,*,83,,7.21,,,,*
SIMTECH,EQ_WAFER_609,,REC_WAFER_786,*,94,,7.79,,,,*
SIMTECH,EQ_WAFER_609,,REC_WAFER_790,*,158,,10.79,,,,*
SIMTECH,EQ_WAFER_609,,REC_WAFER_793,*,91,,7.46,,,,*
SIMTECH,EQ_WAFER_609,,REC_WAFER_796,*,73,,7.13,,,,*
SIMTECH,EQ_WAFER_609,,REC_WAFER_799,*,136,,9.33,,,,*
SIMTECH,EQ_WAFER_609,,REC_WAFER_802,*,165,,11.13,,,,*
SIMTECH,EQ_WAFER_609,,REC_WAFER_805,*,141,,8.17,,,,*
SIMTECH,EQ_WAFER_609,,REC_WAFER_808,*,89,,7.79,,,,*
SIMTECH,EQ_WAFER_609,,REC_WAFER_811,*,130,,11.83,,,,*
SIMTECH,EQ_WAFER_609,,REC_WAFER_829,*,148,,9.33,,,,*
SIMTECH,EQ_WAFER_609,,REC_WAFER_832,*,126,,10.88,,,,*
SIMTECH,EQ_WAFER_609,,REC_WAFER_835,*,132,,11.67,,,,*
SIMTECH,EQ_WAFER_609,,REC_WAFER_838,*,77,,6.92,,,,*
SIMTECH,EQ_WAFER_609,,REC_WAFER_841,*,98,,7.79,,,,*
SIMTECH,EQ_WAFER_609,,REC_WAFER_844,*,176,,15.71,,,,*
SIMTECH,EQ_WAFER_609,,REC_WAFER_847,*,172,,10.92,,,,*
SIMTECH,EQ_WAFER_609,,REC_WAFER_850,*,132,,11.08,,,,*
SIMTECH,EQ_WAFER_609,,REC_WAFER_853,*,132,,8.63,,,,*
SIMTECH,EQ_WAFER_609,,REC_WAFER_874,*,132,,7.88,,,,*
SIMTECH,EQ_WAFER_609,,REC_WAFER_877,*,132,,18.54,,,,*
SIMTECH,EQ_WAFER_609,,REC_WAFER_880,*,132,,10.04,,,,*
SIMTECH,EQ_WAFER_609,,REC_WAFER_886,*,73,,7.29,,,,*
SIMTECH,EQ_WAFER_609,,REC_WAFER_892,*,73,,7.71,,,,*
SIMTECH,EQ_WAFER_609,,*,*,118.17,,9.43,,,,*
SIMTECH,EQ_WAFER_610,,REC_WAFER_782,*,83,,7.21,,,,*
SIMTECH,EQ_WAFER_610,,REC_WAFER_786,*,94,,7.79,,,,*
SIMTECH,EQ_WAFER_610,,REC_WAFER_790,*,158,,10.79,,,,*
SIMTECH,EQ_WAFER_610,,REC_WAFER_793,*,91,,7.46,,,,*
SIMTECH,EQ_WAFER_610,,REC_WAFER_796,*,73,,7.13,,,,*
SIMTECH,EQ_WAFER_610,,REC_WAFER_799,*,136,,9.33,,,,*
SIMTECH,EQ_WAFER_610,,REC_WAFER_802,*,165,,11.13,,,,*
SIMTECH,EQ_WAFER_610,,REC_WAFER_805,*,141,,8.17,,,,*
SIMTECH,EQ_WAFER_610,,REC_WAFER_808,*,89,,7.79,,,,*
SIMTECH,EQ_WAFER_610,,REC_WAFER_811,*,130,,11.83,,,,*
SIMTECH,EQ_WAFER_610,,REC_WAFER_829,*,148,,9.33,,,,*
SIMTECH,EQ_WAFER_610,,REC_WAFER_832,*,126,,10.88,,,,*
SIMTECH,EQ_WAFER_610,,REC_WAFER_835,*,132,,11.67,,,,*
SIMTECH,EQ_WAFER_610,,REC_WAFER_838,*,77,,6.92,,,,*
SIMTECH,EQ_WAFER_610,,REC_WAFER_841,*,98,,7.79,,,,*
SIMTECH,EQ_WAFER_610,,REC_WAFER_844,*,176,,15.71,,,,*
SIMTECH,EQ_WAFER_610,,REC_WAFER_847,*,172,,10.92,,,,*
SIMTECH,EQ_WAFER_610,,REC_WAFER_850,*,132,,11.08,,,,*
SIMTECH,EQ_WAFER_610,,REC_WAFER_853,*,132,,8.63,,,,*
SIMTECH,EQ_WAFER_610,,REC_WAFER_874,*,132,,7.88,,,,*
SIMTECH,EQ_WAFER_610,,REC_WAFER_877,*,132,,18.54,,,,*
SIMTECH,EQ_WAFER_610,,REC_WAFER_880,*,132,,10.04,,,,*
SIMTECH,EQ_WAFER_610,,REC_WAFER_886,*,73,,7.29,,,,*
SIMTECH,EQ_WAFER_610,,REC_WAFER_892,*,73,,7.71,,,,*
SIMTECH,EQ_WAFER_610,,*,*,119.57,,11.36,,,,*
SIMTECH,EQ_WAFER_611,,REC_WAFER_782,*,79,,5.58,,,,*
SIMTECH,EQ_WAFER_611,,REC_WAFER_786,*,90,,5.88,,,,*
SIMTECH,EQ_WAFER_611,,REC_WAFER_790,*,154,,8.21,,,,*
SIMTECH,EQ_WAFER_611,,REC_WAFER_793,*,87,,6.13,,,,*
SIMTECH,EQ_WAFER_611,,REC_WAFER_799,*,132,,9.25,,,,*
SIMTECH,EQ_WAFER_611,,REC_WAFER_805,*,137,,13.54,,,,*
SIMTECH,EQ_WAFER_611,,REC_WAFER_808,*,85,,5.67,,,,*
SIMTECH,EQ_WAFER_611,,REC_WAFER_811,*,126,,23.25,,,,*
SIMTECH,EQ_WAFER_611,,REC_WAFER_829,*,144,,9.08,,,,*
SIMTECH,EQ_WAFER_611,,REC_WAFER_832,*,122,,8.54,,,,*
SIMTECH,EQ_WAFER_611,,REC_WAFER_835,*,128,,8.5,,,,*
SIMTECH,EQ_WAFER_611,,REC_WAFER_838,*,73,,7.54,,,,*
SIMTECH,EQ_WAFER_611,,REC_WAFER_841,*,94,,6.17,,,,*
SIMTECH,EQ_WAFER_611,,REC_WAFER_853,*,128,,6.71,,,,*
SIMTECH,EQ_WAFER_611,,REC_WAFER_877,*,128,,10.08,,,,*
SIMTECH,EQ_WAFER_611,,REC_WAFER_880,*,128,,22.46,,,,*
SIMTECH,EQ_WAFER_611,,REC_WAFER_883,*,50,,5.75,,,,*
SIMTECH,EQ_WAFER_611,,*,*,109.24,,8.88,,,,*
SIMTECH,EQ_WAFER_612,,REC_WAFER_782,*,83,,5.79,,,,*
SIMTECH,EQ_WAFER_612,,REC_WAFER_786,*,94,,6.33,,,,*
SIMTECH,EQ_WAFER_612,,REC_WAFER_790,*,158,,8.92,,,,*
SIMTECH,EQ_WAFER_612,,REC_WAFER_793,*,91,,6.83,,,,*
SIMTECH,EQ_WAFER_612,,REC_WAFER_799,*,136,,9.25,,,,*
SIMTECH,EQ_WAFER_612,,REC_WAFER_805,*,141,,13.88,,,,*
SIMTECH,EQ_WAFER_612,,REC_WAFER_808,*,89,,6.04,,,,*
SIMTECH,EQ_WAFER_612,,REC_WAFER_811,*,130,,23.79,,,,*
SIMTECH,EQ_WAFER_612,,REC_WAFER_829,*,148,,9.96,,,,*
SIMTECH,EQ_WAFER_612,,REC_WAFER_832,*,126,,8.79,,,,*
SIMTECH,EQ_WAFER_612,,REC_WAFER_835,*,132,,8.54,,,,*
SIMTECH,EQ_WAFER_612,,REC_WAFER_838,*,77,,7.75,,,,*
SIMTECH,EQ_WAFER_612,,REC_WAFER_841,*,98,,6.42,,,,*
SIMTECH,EQ_WAFER_612,,REC_WAFER_853,*,132,,6.71,,,,*
SIMTECH,EQ_WAFER_612,,REC_WAFER_877,*,132,,10.08,,,,*
SIMTECH,EQ_WAFER_612,,REC_WAFER_880,*,132,,18,,,,*
SIMTECH,EQ_WAFER_612,,*,*,118.84,,9.18,,,,*
SIMTECH,EQ_WAFER_613,,REC_WAFER_856,*,132,,36.5,,,,*
SIMTECH,EQ_WAFER_613,,REC_WAFER_883,*,54,,8.05,,,,*
SIMTECH,EQ_WAFER_613,,REC_WAFER_889,*,73,,7.3,,,,*
SIMTECH,EQ_WAFER_613,,REC_WAFER_895,*,78,,12.5,,,,*
SIMTECH,EQ_WAFER_613,,*,*,92.86,,13.67,,,,*
SIMTECH,EQ_WAFER_614,,REC_WAFER_782,*,83,,5.79,,,,*
SIMTECH,EQ_WAFER_614,,REC_WAFER_786,*,94,,6.33,,,,*
SIMTECH,EQ_WAFER_614,,REC_WAFER_790,*,158,,8.92,,,,*
SIMTECH,EQ_WAFER_614,,REC_WAFER_793,*,91,,6.83,,,,*
SIMTECH,EQ_WAFER_614,,REC_WAFER_799,*,136,,9.25,,,,*
SIMTECH,EQ_WAFER_614,,REC_WAFER_805,*,141,,13.88,,,,*
SIMTECH,EQ_WAFER_614,,REC_WAFER_808,*,89,,6.04,,,,*
SIMTECH,EQ_WAFER_614,,REC_WAFER_811,*,130,,23.79,,,,*
SIMTECH,EQ_WAFER_614,,REC_WAFER_829,*,148,,9.96,,,,*
SIMTECH,EQ_WAFER_614,,REC_WAFER_832,*,126,,8.79,,,,*
SIMTECH,EQ_WAFER_614,,REC_WAFER_835,*,132,,8.54,,,,*
SIMTECH,EQ_WAFER_614,,REC_WAFER_838,*,77,,7.75,,,,*
SIMTECH,EQ_WAFER_614,,REC_WAFER_841,*,98,,6.42,,,,*
SIMTECH,EQ_WAFER_614,,REC_WAFER_853,*,132,,6.71,,,,*
SIMTECH,EQ_WAFER_614,,REC_WAFER_877,*,132,,10.08,,,,*
SIMTECH,EQ_WAFER_614,,REC_WAFER_880,*,132,,18,,,,*
SIMTECH,EQ_WAFER_614,,*,*,112.18,,9.17,,,,*
SIMTECH,EQ_WAFER_615,,REC_WAFER_782,*,83,,14.5,,,,*
SIMTECH,EQ_WAFER_615,,REC_WAFER_786,*,94,,16,,,,*
SIMTECH,EQ_WAFER_615,,REC_WAFER_793,*,91,,16.6,,,,*
SIMTECH,EQ_WAFER_615,,REC_WAFER_808,*,89,,15.65,,,,*
SIMTECH,EQ_WAFER_615,,REC_WAFER_841,*,98,,15.95,,,,*
SIMTECH,EQ_WAFER_615,,REC_WAFER_853,*,132,,12.55,,,,*
SIMTECH,EQ_WAFER_615,,REC_WAFER_856,*,132,,36.5,,,,*
SIMTECH,EQ_WAFER_615,,REC_WAFER_877,*,132,,20.55,,,,*
SIMTECH,EQ_WAFER_615,,REC_WAFER_883,*,54,,8.05,,,,*
SIMTECH,EQ_WAFER_615,,REC_WAFER_895,*,78,,12.5,,,,*
SIMTECH,EQ_WAFER_615,,*,*,106.46,,16.09,,,,*
SIMTECH,EQ_WAFER_616,,REC_WAFER_782,*,83,,7.21,,,,*
SIMTECH,EQ_WAFER_616,,REC_WAFER_786,*,94,,7.79,,,,*
SIMTECH,EQ_WAFER_616,,REC_WAFER_790,*,158,,10.79,,,,*
SIMTECH,EQ_WAFER_616,,REC_WAFER_793,*,91,,7.46,,,,*
SIMTECH,EQ_WAFER_616,,REC_WAFER_796,*,73,,7.13,,,,*
SIMTECH,EQ_WAFER_616,,REC_WAFER_799,*,136,,9.33,,,,*
SIMTECH,EQ_WAFER_616,,REC_WAFER_802,*,165,,11.13,,,,*
SIMTECH,EQ_WAFER_616,,REC_WAFER_805,*,141,,8.17,,,,*
SIMTECH,EQ_WAFER_616,,REC_WAFER_808,*,89,,7.79,,,,*
SIMTECH,EQ_WAFER_616,,REC_WAFER_811,*,130,,11.83,,,,*
SIMTECH,EQ_WAFER_616,,REC_WAFER_829,*,148,,9.33,,,,*
SIMTECH,EQ_WAFER_616,,REC_WAFER_832,*,126,,10.88,,,,*
SIMTECH,EQ_WAFER_616,,REC_WAFER_835,*,132,,11.67,,,,*
SIMTECH,EQ_WAFER_616,,REC_WAFER_838,*,77,,6.92,,,,*
SIMTECH,EQ_WAFER_616,,REC_WAFER_841,*,98,,7.79,,,,*
SIMTECH,EQ_WAFER_616,,REC_WAFER_844,*,176,,15.71,,,,*
SIMTECH,EQ_WAFER_616,,REC_WAFER_847,*,172,,10.92,,,,*
SIMTECH,EQ_WAFER_616,,REC_WAFER_850,*,132,,11.08,,,,*
SIMTECH,EQ_WAFER_616,,REC_WAFER_853,*,132,,8.63,,,,*
SIMTECH,EQ_WAFER_616,,REC_WAFER_874,*,132,,7.88,,,,*
SIMTECH,EQ_WAFER_616,,REC_WAFER_877,*,132,,18.54,,,,*
SIMTECH,EQ_WAFER_616,,REC_WAFER_880,*,132,,10.04,,,,*
SIMTECH,EQ_WAFER_616,,REC_WAFER_886,*,73,,7.29,,,,*
SIMTECH,EQ_WAFER_616,,REC_WAFER_892,*,73,,7.71,,,,*
SIMTECH,EQ_WAFER_616,,*,*,107.56,,8.82,,,,*
SIMTECH,EQ_WAFER_617,,REC_WAFER_782,*,83,,7.21,,,,*
SIMTECH,EQ_WAFER_617,,REC_WAFER_786,*,94,,7.79,,,,*
SIMTECH,EQ_WAFER_617,,REC_WAFER_790,*,158,,10.79,,,,*
SIMTECH,EQ_WAFER_617,,REC_WAFER_793,*,91,,7.46,,,,*
SIMTECH,EQ_WAFER_617,,REC_WAFER_796,*,73,,7.13,,,,*
SIMTECH,EQ_WAFER_617,,REC_WAFER_799,*,136,,9.33,,,,*
SIMTECH,EQ_WAFER_617,,REC_WAFER_802,*,165,,11.13,,,,*
SIMTECH,EQ_WAFER_617,,REC_WAFER_805,*,141,,8.17,,,,*
SIMTECH,EQ_WAFER_617,,REC_WAFER_808,*,89,,7.79,,,,*
SIMTECH,EQ_WAFER_617,,REC_WAFER_811,*,130,,11.83,,,,*
SIMTECH,EQ_WAFER_617,,REC_WAFER_829,*,148,,9.33,,,,*
SIMTECH,EQ_WAFER_617,,REC_WAFER_832,*,126,,10.88,,,,*
SIMTECH,EQ_WAFER_617,,REC_WAFER_835,*,132,,11.67,,,,*
SIMTECH,EQ_WAFER_617,,REC_WAFER_838,*,77,,6.92,,,,*
SIMTECH,EQ_WAFER_617,,REC_WAFER_841,*,98,,7.79,,,,*
SIMTECH,EQ_WAFER_617,,REC_WAFER_844,*,176,,15.71,,,,*
SIMTECH,EQ_WAFER_617,,REC_WAFER_847,*,172,,10.92,,,,*
SIMTECH,EQ_WAFER_617,,REC_WAFER_850,*,132,,11.08,,,,*
SIMTECH,EQ_WAFER_617,,REC_WAFER_853,*,132,,8.63,,,,*
SIMTECH,EQ_WAFER_617,,REC_WAFER_874,*,132,,7.88,,,,*
SIMTECH,EQ_WAFER_617,,REC_WAFER_877,*,132,,18.54,,,,*
SIMTECH,EQ_WAFER_617,,REC_WAFER_880,*,132,,10.04,,,,*
SIMTECH,EQ_WAFER_617,,REC_WAFER_886,*,73,,7.29,,,,*
SIMTECH,EQ_WAFER_617,,REC_WAFER_892,*,73,,7.71,,,,*
SIMTECH,EQ_WAFER_617,,*,*,103.94,,9.81,,,,*
SIMTECH,EQ_WAFER_618,,REC_WAFER_782,*,83,,10.06,,,,*
SIMTECH,EQ_WAFER_618,,REC_WAFER_786,*,94,,13.81,,,,*
SIMTECH,EQ_WAFER_618,,REC_WAFER_790,*,158,,18.06,,,,*
SIMTECH,EQ_WAFER_618,,REC_WAFER_793,*,91,,14,,,,*
SIMTECH,EQ_WAFER_618,,REC_WAFER_799,*,136,,16.56,,,,*
SIMTECH,EQ_WAFER_618,,REC_WAFER_805,*,141,,13.5,,,,*
SIMTECH,EQ_WAFER_618,,REC_WAFER_808,*,89,,13.81,,,,*
SIMTECH,EQ_WAFER_618,,REC_WAFER_811,*,130,,18.44,,,,*
SIMTECH,EQ_WAFER_618,,REC_WAFER_829,*,148,,17.13,,,,*
SIMTECH,EQ_WAFER_618,,REC_WAFER_832,*,126,,18.06,,,,*
SIMTECH,EQ_WAFER_618,,REC_WAFER_835,*,132,,18.56,,,,*
SIMTECH,EQ_WAFER_618,,REC_WAFER_838,*,77,,9.25,,,,*
SIMTECH,EQ_WAFER_618,,REC_WAFER_853,*,78,,14.44,,,,*
SIMTECH,EQ_WAFER_618,,REC_WAFER_856,*,132,,43,,,,*
SIMTECH,EQ_WAFER_618,,REC_WAFER_883,*,73,,26.69,,,,*
SIMTECH,EQ_WAFER_618,,REC_WAFER_889,*,73,,10.75,,,,*
SIMTECH,EQ_WAFER_618,,*,*,117.33,,21.84,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_171,*,43,,14.75,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_173,*,40,,13.25,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_175,*,34,,13.25,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_177,*,34,,13.25,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_183,*,41,,13.75,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_185,*,39,,13.25,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_201,*,37,,13.25,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_203,*,35,,12.5,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_205,*,32,,12.5,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_209,*,32,,12.5,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_211,*,35,,13.25,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_246,*,56,,13.25,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_250,*,18,,13.25,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_252,*,18,,13.25,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_267,*,32,,12.5,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_269,*,35,,12.5,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_271,*,24,,13.75,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_273,*,22,,13.25,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_275,*,47,,15.25,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_281,*,28,,13.25,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_283,*,22,,13.25,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_295,*,26,,13.75,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_297,*,20,,13.25,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_309,*,18,,13.25,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_329,*,23,,15.25,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_330,*,23,,13.25,,,,*
SIMTECH,EQ_WAFER_544,,REC_WAFER_331,*,21,,13.25,,,,*
SIMTECH,EQ_WAFER_544,,*,*,33.49,,13.98,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_98,*,36,,13.25,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_101,*,41,,14.75,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_104,*,34,,13.25,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_107,*,43,,12.5,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_110,*,34,,13.25,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_113,*,41,,14.75,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_130,*,40,,16.25,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_133,*,34,,13.25,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_136,*,34,,13.25,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_139,*,40,,13.25,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_183,*,41,,13.75,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_185,*,39,,13.25,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_201,*,37,,13.25,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_203,*,35,,12.5,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_205,*,32,,12.5,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_209,*,32,,12.5,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_211,*,35,,13.25,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_267,*,32,,12.5,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_269,*,35,,12.5,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_271,*,24,,13.75,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_273,*,22,,13.25,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_275,*,47,,15.25,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_281,*,28,,13.25,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_295,*,26,,13.75,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_297,*,20,,13.25,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_309,*,18,,13.25,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_327,*,42,,13.25,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_329,*,23,,15.25,,,,*
SIMTECH,EQ_WAFER_545,,REC_WAFER_330,*,23,,13.25,,,,*
