FAB,EQPT_ID,EQPT_GROUP_NAME,RECIPE,PRODUCT,FULL_RAW_PROCESS_TIME_IN_MINS,HALF_RAW_PROCESS_TIME_IN_MINS,FULL_INTERVAL_IN_MINS,HALF_INTERVAL_IN_MINS,FULL_RAW_PROCESS_TIME_DIST,HALF_RAW_PROCESS_TIME_DIST,STAGE
SIMTECH,EQ_WAFER_203,,REC_WAFER_122,*,17,,3.75,,,,*
SIMTECH,EQ_WAFER_203,,REC_WAFER_160,*,17,,4.25,,,,*
SIMTECH,EQ_WAFER_203,,REC_WAFER_194,*,17,,4.5,,,,*
SIMTECH,EQ_WAFER_203,,REC_WAFER_228,*,17,,4.25,,,,*
SIMTECH,EQ_WAFER_203,,*,*,18.69,,5.95,,,,*
SIMTECH,EQ_WAFER_204,,REC_WAFER_867,*,16,,4.25,,,,*
SIMTECH,EQ_WAFER_204,,REC_WAFER_34,*,18,,5,,,,*
SIMTECH,EQ_WAFER_204,,REC_WAFER_78,*,17,,2.5,,,,*
SIMTECH,EQ_WAFER_204,,REC_WAFER_122,*,17,,3.75,,,,*
SIMTECH,EQ_WAFER_204,,REC_WAFER_160,*,17,,4.25,,,,*
SIMTECH,EQ_WAFER_204,,REC_WAFER_194,*,17,,4.5,,,,*
SIMTECH,EQ_WAFER_204,,REC_WAFER_228,*,17,,4.25,,,,*
SIMTECH,EQ_WAFER_204,,*,*,17.77,,5.95,,,,*
SIMTECH,EQ_WAFER_484,,*,*,83,,68.65,,,,*
SIMTECH,EQ_WAFER_275,,REC_WAFER_659,*,72.25,,72.25,,,,*
SIMTECH,EQ_WAFER_275,,REC_WAFER_719,*,70.25,,70.25,,,,*
SIMTECH,EQ_WAFER_275,,REC_WAFER_775,*,73.5,,73.5,,,,*
SIMTECH,EQ_WAFER_275,,*,*,71.88,,71.88,,,,*
SIMTECH,EQ_WAFER_276,,REC_WAFER_659,*,72.25,,72.25,,,,*
SIMTECH,EQ_WAFER_276,,REC_WAFER_719,*,70.25,,70.25,,,,*
SIMTECH,EQ_WAFER_276,,REC_WAFER_775,*,73.5,,73.5,,,,*
SIMTECH,EQ_WAFER_276,,REC_WAFER_822,*,68.75,,68.75,,,,*
SIMTECH,EQ_WAFER_276,,*,*,69.01,,69.01,,,,*
SIMTECH,EQ_WAFER_277,,REC_WAFER_659,*,72.25,,72.25,,,,*
SIMTECH,EQ_WAFER_277,,REC_WAFER_719,*,70.25,,70.25,,,,*
SIMTECH,EQ_WAFER_277,,REC_WAFER_775,*,73.5,,73.5,,,,*
SIMTECH,EQ_WAFER_277,,REC_WAFER_822,*,68.75,,68.75,,,,*
SIMTECH,EQ_WAFER_277,,*,*,71.67,,71.67,,,,*
SIMTECH,EQ_WAFER_278,,REC_WAFER_659,*,72.25,,72.25,,,,*
SIMTECH,EQ_WAFER_278,,REC_WAFER_719,*,70.25,,70.25,,,,*
SIMTECH,EQ_WAFER_278,,REC_WAFER_775,*,73.5,,73.5,,,,*
SIMTECH,EQ_WAFER_278,,REC_WAFER_822,*,68.75,,68.75,,,,*
SIMTECH,EQ_WAFER_278,,*,*,69.01,,69.01,,,,*
SIMTECH,EQ_WAFER_279,,REC_WAFER_659,*,67,,67,,,,*
SIMTECH,EQ_WAFER_279,,REC_WAFER_719,*,65.5,,65.5,,,,*
SIMTECH,EQ_WAFER_279,,REC_WAFER_775,*,64.75,,64.75,,,,*
SIMTECH,EQ_WAFER_279,,REC_WAFER_822,*,65.75,,65.75,,,,*
SIMTECH,EQ_WAFER_279,,*,*,69.19,,69.19,,,,*
SIMTECH,EQ_WAFER_280,,REC_WAFER_659,*,119,,67,,,,*
SIMTECH,EQ_WAFER_280,,REC_WAFER_719,*,119,,65.5,,,,*
SIMTECH,EQ_WAFER_280,,REC_WAFER_775,*,119,,64.75,,,,*
SIMTECH,EQ_WAFER_280,,REC_WAFER_822,*,119,,65.75,,,,*
SIMTECH,EQ_WAFER_280,,*,*,99.61,,68.96,,,,*
SIMTECH,EQ_WAFER_654,,REC_WAFER_839,*,90,,55.75,,,,*
SIMTECH,EQ_WAFER_654,,*,*,101,,76.04,,,,*
SIMTECH,EQ_WAFER_485,,REC_WAFER_541,*,121,,23.42,,,,*
SIMTECH,EQ_WAFER_485,,REC_WAFER_548,*,83,,23.25,,,,*
SIMTECH,EQ_WAFER_485,,*,*,81.22,,18.69,,,,*
SIMTECH,EQ_WAFER_486,,REC_WAFER_541,*,121,,23.42,,,,*
SIMTECH,EQ_WAFER_486,,REC_WAFER_548,*,83,,23.25,,,,*
SIMTECH,EQ_WAFER_486,,*,*,81.22,,18.69,,,,*
SIMTECH,EQ_WAFER_487,,REC_WAFER_541,*,121,,23.42,,,,*
SIMTECH,EQ_WAFER_487,,REC_WAFER_548,*,83,,23.25,,,,*
SIMTECH,EQ_WAFER_487,,*,*,81.51,,19.01,,,,*
SIMTECH,EQ_WAFER_488,,REC_WAFER_541,*,121,,23.42,,,,*
SIMTECH,EQ_WAFER_488,,REC_WAFER_548,*,83,,23.25,,,,*
SIMTECH,EQ_WAFER_488,,*,*,82.2,,19.92,,,,*
SIMTECH,EQ_WAFER_489,,REC_WAFER_541,*,121,,23.42,,,,*
SIMTECH,EQ_WAFER_489,,REC_WAFER_548,*,83,,23.25,,,,*
SIMTECH,EQ_WAFER_489,,*,*,96.14,,25.2,,,,*
SIMTECH,EQ_WAFER_666,,REC_LOT_8,*,70,,58.75,,,,*
SIMTECH,EQ_WAFER_666,,REC_LOT_117,*,66,,54.75,,,,*
SIMTECH,EQ_WAFER_666,,REC_LOT_177,*,110,,98.25,,,,*
SIMTECH,EQ_WAFER_666,,*,*,84.08,,68.55,,,,*
SIMTECH,EQ_WAFER_667,,REC_LOT_8,*,70,,58.75,,,,*
SIMTECH,EQ_WAFER_667,,REC_LOT_117,*,66,,54.75,,,,*
SIMTECH,EQ_WAFER_667,,REC_LOT_177,*,110,,98.25,,,,*
SIMTECH,EQ_WAFER_667,,*,*,84.2,,68.45,,,,*
SIMTECH,EQ_LOT_147,,REC_LOT_8,*,53.636364,,41.818182,,,,*
SIMTECH,EQ_LOT_147,,REC_LOT_117,*,42.727273,,30.909091,,,,*
SIMTECH,EQ_LOT_147,,REC_LOT_177,*,71.818182,,60,,,,*
SIMTECH,EQ_LOT_147,,*,*,69.945455,,46.736364,,,,*
SIMTECH,EQ_LOT_148,,REC_LOT_8,*,53.636364,,41.818182,,,,*
SIMTECH,EQ_LOT_148,,REC_LOT_117,*,42.727273,,30.909091,,,,*
SIMTECH,EQ_LOT_148,,REC_LOT_177,*,71.818182,,60,,,,*
SIMTECH,EQ_LOT_148,,*,*,73.109091,,48.209091,,,,*
SIMTECH,EQ_WAFER_340,,*,*,92,,77,,,,*
SIMTECH,EQ_WAFER_281,,REC_WAFER_495,*,164,,65.25,,,,*
SIMTECH,EQ_WAFER_281,,REC_WAFER_582,*,164,,149.5,,,,*
SIMTECH,EQ_WAFER_281,,*,*,164,,121.42,,,,*
SIMTECH,EQ_WAFER_282,,REC_WAFER_495,*,164,,65.25,,,,*
SIMTECH,EQ_WAFER_282,,REC_WAFER_582,*,164,,149.5,,,,*
SIMTECH,EQ_WAFER_282,,*,*,164,,121.42,,,,*
SIMTECH,EQ_WAFER_283,,REC_WAFER_495,*,164,,65.25,,,,*
SIMTECH,EQ_WAFER_283,,REC_WAFER_582,*,164,,149.5,,,,*
SIMTECH,EQ_WAFER_283,,*,*,164,,121.42,,,,*
SIMTECH,EQ_WAFER_284,,REC_WAFER_495,*,164,,65.25,,,,*
SIMTECH,EQ_WAFER_284,,REC_WAFER_582,*,164,,149.5,,,,*
SIMTECH,EQ_WAFER_284,,*,*,164,,121.42,,,,*
SIMTECH,EQ_WAFER_285,,REC_WAFER_495,*,164,,65.25,,,,*
SIMTECH,EQ_WAFER_285,,REC_WAFER_582,*,164,,149.5,,,,*
SIMTECH,EQ_WAFER_285,,*,*,164,,121.42,,,,*
SIMTECH,EQ_WAFER_286,,REC_WAFER_495,*,164,,65.25,,,,*
SIMTECH,EQ_WAFER_286,,REC_WAFER_582,*,164,,149.5,,,,*
SIMTECH,EQ_WAFER_286,,*,*,164,,121.42,,,,*
SIMTECH,EQ_WAFER_521,,*,*,30,,15,,,,*
SIMTECH,EQ_WAFER_472,,*,*,93,,54.57,,,,*
SIMTECH,EQ_BATCH_342,,REC_BATCH_200,*,281.58,,281.58,,,,*
SIMTECH,EQ_BATCH_342,,REC_BATCH_206,*,332,,328.38,,,,*
SIMTECH,EQ_BATCH_342,,*,*,363.45,,299.93,,,,*
SIMTECH,EQ_BATCH_343,,REC_BATCH_200,*,286,,281.79,,,,*
SIMTECH,EQ_BATCH_343,,REC_BATCH_206,*,342,,338.35,,,,*
SIMTECH,EQ_BATCH_343,,*,*,397.4,,393.5,,,,*
SIMTECH,EQ_BATCH_344,,REC_BATCH_200,*,284,,281.19,,,,*
SIMTECH,EQ_BATCH_344,,REC_BATCH_206,*,343,,338.52,,,,*
SIMTECH,EQ_BATCH_344,,*,*,358.29,,355.38,,,,*
SIMTECH,EQ_BATCH_345,,REC_BATCH_200,*,284,,281.19,,,,*
SIMTECH,EQ_BATCH_345,,REC_BATCH_206,*,343,,338.52,,,,*
SIMTECH,EQ_BATCH_345,,*,*,348.3,,345.54,,,,*
SIMTECH,EQ_BATCH_346,,REC_BATCH_200,*,281.19,,281.19,,,,*
SIMTECH,EQ_BATCH_346,,REC_BATCH_206,*,343,,338.52,,,,*
SIMTECH,EQ_BATCH_346,,*,*,312.1,,309.86,,,,*
SIMTECH,EQ_BATCH_347,,REC_BATCH_200,*,282,,281.79,,,,*
SIMTECH,EQ_BATCH_347,,REC_BATCH_206,*,338.5,,338.35,,,,*
SIMTECH,EQ_BATCH_347,,*,*,393.72,,393.5,,,,*
SIMTECH,EQ_BATCH_357,,REC_BATCH_122,*,63,,49,,,,*
SIMTECH,EQ_BATCH_357,,REC_BATCH_136,*,43,,30,,,,*
SIMTECH,EQ_BATCH_357,,REC_BATCH_150,*,43,,40,,,,*
SIMTECH,EQ_BATCH_357,,*,*,55.17,,40.67,,,,*
SIMTECH,EQ_BATCH_358,,REC_BATCH_122,*,61,,37,,,,*
SIMTECH,EQ_BATCH_358,,REC_BATCH_136,*,43,,30,,,,*
SIMTECH,EQ_BATCH_358,,REC_BATCH_150,*,61,,44,,,,*
SIMTECH,EQ_BATCH_358,,*,*,59.2,,41.33,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_749,*,44,,22.75,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_798,*,120,,41,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_801,*,41,,27.25,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_804,*,83,,45.25,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_813,*,31,,30,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_837,*,58,,37.25,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_843,*,39,,15.5,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_846,*,56,,25,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_858,*,112,,69.5,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_876,*,131,,30.25,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_885,*,63,,57.75,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_888,*,73,,73,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_897,*,64,,47.5,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_900,*,45,,29.25,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_903,*,72,,25.5,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_43,*,42,,17,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_46,*,52,,17.25,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_49,*,60,,33,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_52,*,80,,53.75,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_55,*,93,,61.75,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_61,*,140,,46.75,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_67,*,135,,58,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_70,*,104,,62.75,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_96,*,45,,18.75,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_102,*,54,,21.75,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_105,*,43,,30.25,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_108,*,81,,32,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_111,*,140,,50.25,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_131,*,125,,94.5,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_140,*,72,,40.5,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_144,*,156,,102,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_146,*,46,,7.5,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_148,*,98,,27.5,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_150,*,116,,61.25,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_152,*,86,,29.5,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_168,*,86,,29.5,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_170,*,44,,29.5,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_172,*,44,,29.25,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_174,*,89,,32.25,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_176,*,86,,29.5,,,,*
SIMTECH,EQ_WAFER_222,,REC_WAFER_182,*,76,,17.75,,,,*
SIMTECH,EQ_WAFER_222,,*,*,71.93,,38.37,,,,*
SIMTECH,EQ_WAFER_223,,REC_WAFER_798,*,120,,41,,,,*
SIMTECH,EQ_WAFER_223,,REC_WAFER_807,*,68,,30,,,,*
SIMTECH,EQ_WAFER_223,,REC_WAFER_813,*,31,,30,,,,*
SIMTECH,EQ_WAFER_223,,REC_WAFER_837,*,58,,37.25,,,,*
SIMTECH,EQ_WAFER_223,,REC_WAFER_843,*,39,,15.5,,,,*
SIMTECH,EQ_WAFER_223,,REC_WAFER_879,*,69,,30.75,,,,*
SIMTECH,EQ_WAFER_223,,REC_WAFER_900,*,45,,29.25,,,,*
SIMTECH,EQ_WAFER_223,,REC_WAFER_903,*,72,,25.5,,,,*
SIMTECH,EQ_WAFER_223,,REC_WAFER_58,*,52,,25.5,,,,*
SIMTECH,EQ_WAFER_223,,REC_WAFER_61,*,140,,46.75,,,,*
SIMTECH,EQ_WAFER_223,,REC_WAFER_140,*,72,,40.5,,,,*
SIMTECH,EQ_WAFER_223,,REC_WAFER_144,*,156,,102,,,,*
SIMTECH,EQ_WAFER_223,,REC_WAFER_146,*,46,,7.5,,,,*
SIMTECH,EQ_WAFER_223,,REC_WAFER_148,*,98,,27.5,,,,*
SIMTECH,EQ_WAFER_223,,REC_WAFER_152,*,86,,29.5,,,,*
SIMTECH,EQ_WAFER_223,,REC_WAFER_168,*,86,,29.5,,,,*
SIMTECH,EQ_WAFER_223,,REC_WAFER_170,*,44,,29.5,,,,*
SIMTECH,EQ_WAFER_223,,REC_WAFER_172,*,44,,29.25,,,,*
SIMTECH,EQ_WAFER_223,,REC_WAFER_174,*,89,,32.25,,,,*
SIMTECH,EQ_WAFER_223,,REC_WAFER_176,*,86,,29.5,,,,*
SIMTECH,EQ_WAFER_223,,REC_WAFER_182,*,76,,17.75,,,,*
SIMTECH,EQ_WAFER_223,,*,*,70.48,,36.19,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_749,*,44,,22.75,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_801,*,41,,27.25,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_804,*,83,,45.25,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_807,*,68,,30,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_813,*,31,,30,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_831,*,65,,36.5,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_837,*,58,,37.25,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_840,*,79,,16.5,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_846,*,56,,25,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_858,*,112,,69.5,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_876,*,131,,30.25,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_879,*,69,,30.75,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_897,*,64,,47.5,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_900,*,45,,29.25,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_903,*,72,,25.5,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_58,*,52,,25.5,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_67,*,135,,58,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_70,*,104,,62.75,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_93,*,68,,28.5,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_99,*,99,,76,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_102,*,54,,21.75,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_105,*,43,,30.25,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_111,*,140,,50.25,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_131,*,125,,94.5,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_134,*,58,,18.25,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_137,*,78,,19.25,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_140,*,72,,40.5,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_144,*,156,,102,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_146,*,46,,7.5,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_148,*,98,,27.5,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_150,*,116,,61.25,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_152,*,86,,29.5,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_168,*,86,,29.5,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_170,*,44,,29.5,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_172,*,44,,29.25,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_174,*,89,,32.25,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_176,*,86,,29.5,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_182,*,76,,17.75,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_184,*,73,,34.75,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_186,*,73,,34.75,,,,*
SIMTECH,EQ_WAFER_224,,REC_WAFER_202,*,73,,34.75,,,,*
SIMTECH,EQ_WAFER_224,,*,*,69.69,,36.24,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_381,*,91,,43,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_598,*,114,,66.25,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_753,*,58,,21.25,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_801,*,41,,27.25,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_804,*,83,,45.25,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_807,*,68,,30,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_810,*,48,,35.25,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_813,*,31,,30,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_831,*,65,,36.5,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_837,*,58,,37.25,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_840,*,79,,16.5,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_843,*,39,,15.5,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_846,*,56,,25,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_849,*,59,,25.5,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_852,*,45,,20,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_855,*,114,,35.75,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_858,*,112,,69.5,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_876,*,131,,30.25,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_879,*,69,,30.75,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_882,*,101,,25.25,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_885,*,63,,57.75,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_888,*,73,,73,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_897,*,64,,47.5,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_900,*,45,,29.25,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_903,*,72,,25.5,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_43,*,42,,17,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_46,*,52,,17.25,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_49,*,60,,33,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_52,*,80,,53.75,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_55,*,93,,61.75,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_58,*,52,,25.5,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_67,*,135,,58,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_70,*,104,,62.75,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_90,*,49,,20,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_93,*,68,,28.5,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_96,*,45,,18.75,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_102,*,54,,21.75,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_105,*,43,,30.25,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_111,*,140,,50.25,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_131,*,125,,94.5,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_134,*,58,,18.25,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_137,*,78,,19.25,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_140,*,72,,40.5,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_142,*,90,,44.75,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_144,*,156,,102,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_146,*,46,,7.5,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_148,*,98,,27.5,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_150,*,116,,61.25,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_152,*,86,,29.5,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_168,*,86,,29.5,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_170,*,44,,29.5,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_172,*,44,,29.25,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_174,*,89,,32.25,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_176,*,86,,29.5,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_178,*,103,,46.25,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_182,*,76,,17.75,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_184,*,73,,34.75,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_186,*,73,,34.75,,,,*
SIMTECH,EQ_WAFER_225,,REC_WAFER_202,*,73,,34.75,,,,*
SIMTECH,EQ_WAFER_225,,*,*,70.99,,37.4,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_749,*,44,,22.75,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_753,*,58,,21.25,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_798,*,120,,41,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_801,*,41,,27.25,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_804,*,83,,45.25,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_807,*,68,,30,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_813,*,31,,30,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_843,*,39,,15.5,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_846,*,56,,25,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_876,*,131,,30.25,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_882,*,101,,25.25,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_885,*,63,,57.75,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_888,*,73,,73,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_897,*,64,,47.5,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_900,*,45,,29.25,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_903,*,72,,25.5,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_43,*,42,,17,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_58,*,52,,25.5,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_61,*,140,,46.75,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_67,*,135,,58,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_70,*,104,,62.75,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_96,*,45,,18.75,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_99,*,99,,76,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_105,*,43,,30.25,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_111,*,140,,50.25,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_131,*,125,,94.5,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_140,*,72,,40.5,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_144,*,156,,102,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_146,*,46,,7.5,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_148,*,98,,27.5,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_150,*,116,,61.25,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_152,*,86,,29.5,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_168,*,86,,29.5,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_170,*,44,,29.5,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_172,*,44,,29.25,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_174,*,89,,32.25,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_176,*,86,,29.5,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_182,*,76,,17.75,,,,*
SIMTECH,EQ_WAFER_226,,REC_WAFER_184,*,73,,34.75,,,,*
