EQPT_ID,POLICY,RANK
EQ_LOT_90,PrioritizeQueueTimeConstraint,1
EQ_LOT_91,PrioritizeQueueTimeConstraint,1
EQ_LOT_92,PrioritizeQueueTimeConstraint,1
EQ_LOT_93,PrioritizeQueueTimeConstraint,1
EQ_LOT_94,PrioritizeQueueTimeConstraint,1
EQ_LOT_95,PrioritizeQueueTimeConstraint,1
EQ_LOT_96,PrioritizeQueueTimeConstraint,1
EQ_LOT_97,PrioritizeQueueTimeConstraint,1
EQ_LOT_98,PrioritizeQueueTimeConstraint,1
EQ_LOT_99,PrioritizeQueueTimeConstraint,1
EQ_LOT_100,PrioritizeQueueTimeConstraint,1
EQ_LOT_101,PrioritizeQueueTimeConstraint,1
EQ_LOT_102,PrioritizeQueueTimeConstraint,1
EQ_LOT_103,PrioritizeQueueTimeConstraint,1
EQ_LOT_104,PrioritizeQueueTimeConstraint,1
EQ_LOT_105,PrioritizeQueueTimeConstraint,1
EQ_LOT_106,PrioritizeQueueTimeConstraint,1
EQ_WAFER_341,PrioritizeQueueTimeConstraint,1
EQ_LOT_107,PrioritizeQueueTimeConstraint,1
EQ_WAFER_357,PrioritizeQueueTimeConstraint,1
EQ_WAFER_358,PrioritizeQueueTimeConstraint,1
EQ_WAFER_359,PrioritizeQueueTimeConstraint,1
EQ_WAFER_360,PrioritizeQueueTimeConstraint,1
EQ_WAFER_43,PrioritizeQueueTimeConstraint,1
EQ_WAFER_595,PrioritizeQueueTimeConstraint,1
EQ_WAFER_390,PrioritizeQueueTimeConstraint,1
EQ_WAFER_391,PrioritizeQueueTimeConstraint,1
EQ_WAFER_392,PrioritizeQueueTimeConstraint,1
EQ_WAFER_393,PrioritizeQueueTimeConstraint,1
EQ_WAFER_261,PrioritizeQueueTimeConstraint,1
EQ_WAFER_262,PrioritizeQueueTimeConstraint,1
EQ_WAFER_263,PrioritizeQueueTimeConstraint,1
EQ_WAFER_339,PrioritizeQueueTimeConstraint,1
EQ_WAFER_168,PrioritizeQueueTimeConstraint,1
EQ_WAFER_169,PrioritizeQueueTimeConstraint,1
EQ_WAFER_170,PrioritizeQueueTimeConstraint,1
EQ_WAFER_171,PrioritizeQueueTimeConstraint,1
EQ_WAFER_172,PrioritizeQueueTimeConstraint,1
EQ_WAFER_173,PrioritizeQueueTimeConstraint,1
EQ_WAFER_174,PrioritizeQueueTimeConstraint,1
EQ_WAFER_175,PrioritizeQueueTimeConstraint,1
EQ_WAFER_176,PrioritizeQueueTimeConstraint,1
EQ_WAFER_135,PrioritizeQueueTimeConstraint,1
EQ_WAFER_136,PrioritizeQueueTimeConstraint,1
EQ_WAFER_137,PrioritizeQueueTimeConstraint,1
EQ_WAFER_138,PrioritizeQueueTimeConstraint,1
EQ_WAFER_139,PrioritizeQueueTimeConstraint,1
EQ_WAFER_140,PrioritizeQueueTimeConstraint,1
EQ_WAFER_141,PrioritizeQueueTimeConstraint,1
EQ_WAFER_142,PrioritizeQueueTimeConstraint,1
EQ_WAFER_143,PrioritizeQueueTimeConstraint,1
EQ_WAFER_144,PrioritizeQueueTimeConstraint,1
EQ_WAFER_145,PrioritizeQueueTimeConstraint,1
EQ_WAFER_146,PrioritizeQueueTimeConstraint,1
EQ_WAFER_147,PrioritizeQueueTimeConstraint,1
EQ_WAFER_148,PrioritizeQueueTimeConstraint,1
EQ_WAFER_149,PrioritizeQueueTimeConstraint,1
EQ_WAFER_150,PrioritizeQueueTimeConstraint,1
EQ_WAFER_151,PrioritizeQueueTimeConstraint,1
EQ_WAFER_152,PrioritizeQueueTimeConstraint,1
EQ_WAFER_153,PrioritizeQueueTimeConstraint,1
EQ_WAFER_154,PrioritizeQueueTimeConstraint,1
EQ_WAFER_155,PrioritizeQueueTimeConstraint,1
EQ_WAFER_156,PrioritizeQueueTimeConstraint,1
EQ_WAFER_157,PrioritizeQueueTimeConstraint,1
EQ_WAFER_158,PrioritizeQueueTimeConstraint,1
EQ_WAFER_159,PrioritizeQueueTimeConstraint,1
EQ_WAFER_160,PrioritizeQueueTimeConstraint,1
EQ_WAFER_161,PrioritizeQueueTimeConstraint,1
EQ_WAFER_162,PrioritizeQueueTimeConstraint,1
EQ_WAFER_163,PrioritizeQueueTimeConstraint,1
EQ_WAFER_164,PrioritizeQueueTimeConstraint,1
EQ_WAFER_165,PrioritizeQueueTimeConstraint,1
EQ_WAFER_166,PrioritizeQueueTimeConstraint,1
EQ_WAFER_167,PrioritizeQueueTimeConstraint,1
EQ_WAFER_134,PrioritizeQueueTimeConstraint,1
EQ_WAFER_396,PrioritizeQueueTimeConstraint,1
EQ_WAFER_203,PrioritizeQueueTimeConstraint,1
EQ_WAFER_204,PrioritizeQueueTimeConstraint,1
EQ_WAFER_484,PrioritizeQueueTimeConstraint,1
EQ_WAFER_275,PrioritizeQueueTimeConstraint,1
EQ_WAFER_276,PrioritizeQueueTimeConstraint,1
EQ_WAFER_277,PrioritizeQueueTimeConstraint,1
EQ_WAFER_278,PrioritizeQueueTimeConstraint,1
EQ_WAFER_279,PrioritizeQueueTimeConstraint,1
EQ_WAFER_280,PrioritizeQueueTimeConstraint,1
EQ_WAFER_654,PrioritizeQueueTimeConstraint,1
EQ_WAFER_485,PrioritizeQueueTimeConstraint,1
EQ_WAFER_486,PrioritizeQueueTimeConstraint,1
EQ_WAFER_487,PrioritizeQueueTimeConstraint,1
EQ_WAFER_488,PrioritizeQueueTimeConstraint,1
EQ_WAFER_489,PrioritizeQueueTimeConstraint,1
