EQPT_ID,CHAMBER,START_TIME,END_TIME,MTTF_IN_MINS,MTTR_IN_MINS,MTTF_DIST,MTTR_DIST,OP_GROUP,OP_DOWN_FRACTION,OP_DOWN_QTY,DOWN_TYPE,REMARK
EQ_WAFER_653,4,18/9/2020 23:39:14,13/11/2020 23:39:14,8196.6,508.2,EQ_WAFER_653_4_UD_MTTF,EQ_WAFER_653_4_UD_MTTR,0,0,0,UD,
EQ_WAFER_653,,18/9/2020 23:39:14,13/11/2020 23:39:14,11356.8,780.6,EQ_WAFER_653_UD_MTTF,EQ_WAFER_653_UD_MTTR,0,0,0,UD,
EQ_WAFER_653,,18/9/2020 23:39:14,13/11/2020 23:39:14,12108.6,354,EQ_WAFER_653_ENG_MTTF,EQ_WAFER_653_ENG_MTTR,0,0,0,ENG,
EQ_WAFER_310,,18/9/2020 23:39:14,13/11/2020 23:39:14,1668.6,735,EQ_WAFER_310_UD_MTTF,EQ_WAFER_310_UD_MTTR,0,0,0,UD,
EQ_WAFER_310,,18/9/2020 23:39:14,13/11/2020 23:39:14,5526,351.6,EQ_WAFER_310_ENG_MTTF,EQ_WAFER_310_ENG_MTTR,0,0,0,ENG,
EQ_WAFER_311,,18/9/2020 23:39:14,13/11/2020 23:39:14,6112.8,625.8,EQ_WAFER_311_UD_MTTF,EQ_WAFER_311_UD_MTTR,0,0,0,UD,
EQ_WAFER_311,,18/9/2020 23:39:14,13/11/2020 23:39:14,20150.4,498,EQ_WAFER_311_ENG_MTTF,EQ_WAFER_311_ENG_MTTR,0,0,0,ENG,
EQ_WAFER_312,,30/5/2020 0:00:00,31/12/2023 0:00:00,1644.828,411.207,2,EQ_WAFER_312_UD_MTTR,0,0,0,UD,
EQ_WAFER_313,,18/9/2020 23:39:14,13/11/2020 23:39:14,3364.2,760.8,EQ_WAFER_313_UD_MTTF,EQ_WAFER_313_UD_MTTR,0,0,0,UD,
EQ_WAFER_313,,18/9/2020 23:39:14,13/11/2020 23:39:14,4461.6,451.2,EQ_WAFER_313_ENG_MTTF,EQ_WAFER_313_ENG_MTTR,0,0,0,ENG,
EQ_WAFER_314,,30/5/2020 0:00:00,31/12/2023 0:00:00,2226.8184,556.7046,2,EQ_WAFER_314_UD_MTTR,0,0,0,UD,
EQ_WAFER_315,,30/5/2020 0:00:00,31/12/2023 0:00:00,2994.9624,748.7406,2,EQ_WAFER_315_UD_MTTR,0,0,0,UD,
EQ_WAFER_316,,30/5/2020 0:00:00,31/12/2023 0:00:00,3491.9256,872.9814,2,EQ_WAFER_316_UD_MTTR,0,0,0,UD,
EQ_WAFER_317,,30/5/2020 0:00:00,31/12/2023 0:00:00,3496.0032,874.0008,2,EQ_WAFER_317_UD_MTTR,0,0,0,UD,
EQ_WAFER_318,,30/5/2020 0:00:00,31/12/2023 0:00:00,3161.3424,790.3356,2,EQ_WAFER_318_UD_MTTR,0,0,0,UD,
EQ_WAFER_319,,18/9/2020 23:39:14,13/11/2020 23:39:14,1708.8,760.8,EQ_WAFER_319_UD_MTTF,EQ_WAFER_319_UD_MTTR,0,0,0,UD,
EQ_WAFER_319,,18/9/2020 23:39:14,13/11/2020 23:39:14,3993.6,415.2,EQ_WAFER_319_ENG_MTTF,EQ_WAFER_319_ENG_MTTR,0,0,0,ENG,
EQ_WAFER_320,,18/9/2020 23:39:14,13/11/2020 23:39:14,3552.6,1371,EQ_WAFER_320_UD_MTTF,EQ_WAFER_320_UD_MTTR,0,0,0,UD,
EQ_WAFER_320,,18/9/2020 23:39:14,13/11/2020 23:39:14,6964.8,537,EQ_WAFER_320_ENG_MTTF,EQ_WAFER_320_ENG_MTTR,0,0,0,ENG,
EQ_WAFER_321,,30/5/2020 0:00:00,31/12/2023 0:00:00,3191.652,797.913,2,EQ_WAFER_321_UD_MTTR,0,0,0,UD,
EQ_WAFER_322,,18/9/2020 23:39:14,13/11/2020 23:39:14,1690.8,1104,EQ_WAFER_322_UD_MTTF,EQ_WAFER_322_UD_MTTR,0,0,0,UD,
EQ_WAFER_322,,18/9/2020 23:39:14,13/11/2020 23:39:14,11418.6,708.6,EQ_WAFER_322_ENG_MTTF,EQ_WAFER_322_ENG_MTTR,0,0,0,ENG,
EQ_WAFER_323,,30/5/2020 0:00:00,31/12/2023 0:00:00,3170.5536,792.6384,2,EQ_WAFER_323_UD_MTTR,0,0,0,UD,
EQ_WAFER_324,,18/9/2020 23:39:14,13/11/2020 23:39:14,10436.4,492.6,EQ_WAFER_324_UD_MTTF,EQ_WAFER_324_UD_MTTR,0,0,0,UD,
EQ_WAFER_325,,30/5/2020 0:00:00,31/12/2023 0:00:00,3345.7416,836.4354,2,EQ_WAFER_325_UD_MTTR,0,0,0,UD,
EQ_WAFER_326,,30/5/2020 0:00:00,31/12/2023 0:00:00,3869.7,967.425,2,EQ_WAFER_326_UD_MTTR,0,0,0,UD,
EQ_WAFER_327,,30/5/2020 0:00:00,31/12/2023 0:00:00,3924.9072,981.2268,2,EQ_WAFER_327_UD_MTTR,0,0,0,UD,
EQ_WAFER_328,,30/5/2020 0:00:00,31/12/2023 0:00:00,2980.164,745.041,2,EQ_WAFER_328_UD_MTTR,0,0,0,UD,
EQ_WAFER_329,,30/5/2020 0:00:00,31/12/2023 0:00:00,3250.4016,812.6004,2,EQ_WAFER_329_UD_MTTR,0,0,0,UD,
EQ_WAFER_330,,9/5/2020 0:00:00,7/8/2021 0:00:00,2566.4584,349.9716,2,EQ_WAFER_330_UD_MTTR,0,0,0,UD,
EQ_WAFER_331,,9/5/2020 0:00:00,4/2/2023 0:00:00,6251.7752,852.5148,2,EQ_WAFER_331_UD_MTTR,0,0,0,UD,
EQ_WAFER_28,1,18/9/2020 23:39:14,13/11/2020 23:39:14,5645.4,319.8,EQ_WAFER_28_1_UD_MTTF,EQ_WAFER_28_1_UD_MTTR,0,0,0,UD,
EQ_WAFER_28,3,18/9/2020 23:39:14,13/11/2020 23:39:14,9601.8,810,EQ_WAFER_28_3_UD_MTTF,EQ_WAFER_28_3_UD_MTTR,0,0,0,UD,
EQ_WAFER_28,4,18/9/2020 23:39:14,13/11/2020 23:39:14,14512.8,598.8,EQ_WAFER_28_4_UD_MTTF,EQ_WAFER_28_4_UD_MTTR,0,0,0,UD,
EQ_WAFER_28,,18/9/2020 23:39:14,13/11/2020 23:39:14,45414.6,61.8,EQ_WAFER_28_ENG_MTTF,EQ_WAFER_28_ENG_MTTR,0,0,0,ENG,
EQ_WAFER_28,,18/9/2020 23:39:14,13/11/2020 23:39:14,47695.2,380.4,EQ_WAFER_28_UD_MTTF,EQ_WAFER_28_UD_MTTR,0,0,0,UD,
EQ_WAFER_29,1,18/9/2020 23:39:14,13/11/2020 23:39:14,5907,343.2,EQ_WAFER_29_1_UD_MTTF,EQ_WAFER_29_1_UD_MTTR,0,0,0,UD,
EQ_WAFER_29,3,18/9/2020 23:39:14,13/11/2020 23:39:14,5862.6,335.4,EQ_WAFER_29_3_UD_MTTF,EQ_WAFER_29_3_UD_MTTR,0,0,0,UD,
EQ_WAFER_29,4,18/9/2020 23:39:14,13/11/2020 23:39:14,4611.6,280.2,EQ_WAFER_29_4_UD_MTTF,EQ_WAFER_29_4_UD_MTTR,0,0,0,UD,
EQ_WAFER_29,,18/9/2020 23:39:14,13/11/2020 23:39:14,24480,65.4,EQ_WAFER_29_UD_MTTF,EQ_WAFER_29_UD_MTTR,0,0,0,UD,
EQ_WAFER_29,,18/9/2020 23:39:14,13/11/2020 23:39:14,36544.8,101.4,EQ_WAFER_29_ENG_MTTF,EQ_WAFER_29_ENG_MTTR,0,0,0,ENG,
EQ_WAFER_30,1,18/9/2020 23:39:14,13/11/2020 23:39:14,6270.6,303,EQ_WAFER_30_1_UD_MTTF,EQ_WAFER_30_1_UD_MTTR,0,0,0,UD,
EQ_WAFER_30,3,18/9/2020 23:39:14,13/11/2020 23:39:14,7981.8,306,EQ_WAFER_30_3_UD_MTTF,EQ_WAFER_30_3_UD_MTTR,0,0,0,UD,
EQ_WAFER_30,4,18/9/2020 23:39:14,13/11/2020 23:39:14,5261.4,355.8,EQ_WAFER_30_4_UD_MTTF,EQ_WAFER_30_4_UD_MTTR,0,0,0,UD,
EQ_WAFER_30,,18/9/2020 23:39:14,13/11/2020 23:39:14,4320,60,EQ_WAFER_30_UD_MTTF,EQ_WAFER_30_UD_MTTR,0,0,0,UD,
EQ_WAFER_30,,18/9/2020 23:39:14,13/11/2020 23:39:14,28121.4,679.8,EQ_WAFER_30_ENG_MTTF,EQ_WAFER_30_ENG_MTTR,0,0,0,ENG,
EQ_WAFER_31,1,18/9/2020 23:39:14,13/11/2020 23:39:14,5608.2,151.8,EQ_WAFER_31_1_UD_MTTF,EQ_WAFER_31_1_UD_MTTR,0,0,0,UD,
EQ_WAFER_31,3,18/9/2020 23:39:14,13/11/2020 23:39:14,5745.6,411.6,EQ_WAFER_31_3_UD_MTTF,EQ_WAFER_31_3_UD_MTTR,0,0,0,UD,
EQ_WAFER_31,4,18/9/2020 23:39:14,13/11/2020 23:39:14,9426.6,247.2,EQ_WAFER_31_4_UD_MTTF,EQ_WAFER_31_4_UD_MTTR,0,0,0,UD,
EQ_WAFER_31,,18/9/2020 23:39:14,13/11/2020 23:39:14,27090,93,EQ_WAFER_31_UD_MTTF,EQ_WAFER_31_UD_MTTR,0,0,0,UD,
EQ_WAFER_32,1,18/9/2020 23:39:14,13/11/2020 23:39:14,13038,694.2,EQ_WAFER_32_1_UD_MTTF,EQ_WAFER_32_1_UD_MTTR,0,0,0,UD,
EQ_WAFER_32,3,18/9/2020 23:39:14,13/11/2020 23:39:14,15171,450,EQ_WAFER_32_3_UD_MTTF,EQ_WAFER_32_3_UD_MTTR,0,0,0,UD,
EQ_WAFER_32,4,18/9/2020 23:39:14,13/11/2020 23:39:14,6081.6,415.8,EQ_WAFER_32_4_UD_MTTF,EQ_WAFER_32_4_UD_MTTR,0,0,0,UD,
EQ_WAFER_32,,18/9/2020 23:39:14,13/11/2020 23:39:14,53428.2,250.2,EQ_WAFER_32_UD_MTTF,EQ_WAFER_32_UD_MTTR,0,0,0,UD,
EQ_WAFER_33,1,18/9/2020 23:39:14,13/11/2020 23:39:14,4892.4,408,EQ_WAFER_33_1_UD_MTTF,EQ_WAFER_33_1_UD_MTTR,0,0,0,UD,
EQ_WAFER_33,3,18/9/2020 23:39:14,13/11/2020 23:39:14,2440.8,220.2,EQ_WAFER_33_3_UD_MTTF,EQ_WAFER_33_3_UD_MTTR,0,0,0,UD,
EQ_WAFER_33,4,18/9/2020 23:39:14,13/11/2020 23:39:14,3106.2,463.8,EQ_WAFER_33_4_UD_MTTF,EQ_WAFER_33_4_UD_MTTR,0,0,0,UD,
EQ_WAFER_33,,18/9/2020 23:39:14,13/11/2020 23:39:14,16994.4,70.2,EQ_WAFER_33_UD_MTTF,EQ_WAFER_33_UD_MTTR,0,0,0,UD,
EQ_WAFER_33,,18/9/2020 23:39:14,13/11/2020 23:39:14,51066.6,58.2,EQ_WAFER_33_ENG_MTTF,EQ_WAFER_33_ENG_MTTR,0,0,0,ENG,
EQ_WAFER_34,1,18/9/2020 23:39:14,13/11/2020 23:39:14,4789.2,396,EQ_WAFER_34_1_UD_MTTF,EQ_WAFER_34_1_UD_MTTR,0,0,0,UD,
EQ_WAFER_34,3,18/9/2020 23:39:14,13/11/2020 23:39:14,3090.6,216.6,EQ_WAFER_34_3_UD_MTTF,EQ_WAFER_34_3_UD_MTTR,0,0,0,UD,
EQ_WAFER_34,4,18/9/2020 23:39:14,13/11/2020 23:39:14,4471.2,265.2,EQ_WAFER_34_4_UD_MTTF,EQ_WAFER_34_4_UD_MTTR,0,0,0,UD,
EQ_WAFER_34,,18/9/2020 23:39:14,13/11/2020 23:39:14,32776.2,153.6,EQ_WAFER_34_UD_MTTF,EQ_WAFER_34_UD_MTTR,0,0,0,UD,
EQ_WAFER_35,1,18/9/2020 23:39:14,13/11/2020 23:39:14,5956.8,323.4,EQ_WAFER_35_1_UD_MTTF,EQ_WAFER_35_1_UD_MTTR,0,0,0,UD,
EQ_WAFER_35,3,18/9/2020 23:39:14,13/11/2020 23:39:14,6160.8,331.8,EQ_WAFER_35_3_UD_MTTF,EQ_WAFER_35_3_UD_MTTR,0,0,0,UD,
EQ_WAFER_35,4,18/9/2020 23:39:14,13/11/2020 23:39:14,6689.4,246.6,EQ_WAFER_35_4_UD_MTTF,EQ_WAFER_35_4_UD_MTTR,0,0,0,UD,
EQ_WAFER_35,,18/9/2020 23:39:14,13/11/2020 23:39:14,24753,70.8,EQ_WAFER_35_UD_MTTF,EQ_WAFER_35_UD_MTTR,0,0,0,UD,
EQ_WAFER_36,1,18/9/2020 23:39:14,13/11/2020 23:39:14,10213.2,343.8,EQ_WAFER_36_1_UD_MTTF,EQ_WAFER_36_1_UD_MTTR,0,0,0,UD,
EQ_WAFER_36,3,18/9/2020 23:39:14,13/11/2020 23:39:14,6860.4,347.4,EQ_WAFER_36_3_UD_MTTF,EQ_WAFER_36_3_UD_MTTR,0,0,0,UD,
EQ_WAFER_36,4,18/9/2020 23:39:14,13/11/2020 23:39:14,8387.4,343.2,EQ_WAFER_36_4_UD_MTTF,EQ_WAFER_36_4_UD_MTTR,0,0,0,UD,
EQ_WAFER_36,,18/9/2020 23:39:14,13/11/2020 23:39:14,20290.8,110.4,EQ_WAFER_36_UD_MTTF,EQ_WAFER_36_UD_MTTR,0,0,0,UD,
EQ_WAFER_36,,18/9/2020 23:39:14,13/11/2020 23:39:14,41785.2,147,EQ_WAFER_36_ENG_MTTF,EQ_WAFER_36_ENG_MTTR,0,0,0,ENG,
EQ_WAFER_37,1,18/9/2020 23:39:14,13/11/2020 23:39:14,4813.8,202.8,EQ_WAFER_37_1_UD_MTTF,EQ_WAFER_37_1_UD_MTTR,0,0,0,UD,
EQ_WAFER_37,3,18/9/2020 23:39:14,13/11/2020 23:39:14,7630.8,421.8,EQ_WAFER_37_3_UD_MTTF,EQ_WAFER_37_3_UD_MTTR,0,0,0,UD,
EQ_WAFER_37,4,18/9/2020 23:39:14,13/11/2020 23:39:14,9972,414,EQ_WAFER_37_4_UD_MTTF,EQ_WAFER_37_4_UD_MTTR,0,0,0,UD,
EQ_WAFER_37,,18/9/2020 23:39:14,13/11/2020 23:39:14,11843.4,46.2,EQ_WAFER_37_UD_MTTF,EQ_WAFER_37_UD_MTTR,0,0,0,UD,
EQ_WAFER_38,1,18/9/2020 23:39:14,13/11/2020 23:39:14,2490.6,315.6,EQ_WAFER_38_1_UD_MTTF,EQ_WAFER_38_1_UD_MTTR,0,0,0,UD,
EQ_WAFER_38,3,18/9/2020 23:39:14,13/11/2020 23:39:14,5595,460.2,EQ_WAFER_38_3_UD_MTTF,EQ_WAFER_38_3_UD_MTTR,0,0,0,UD,
EQ_WAFER_38,4,18/9/2020 23:39:14,13/11/2020 23:39:14,5661.6,251.4,EQ_WAFER_38_4_UD_MTTF,EQ_WAFER_38_4_UD_MTTR,0,0,0,UD,
EQ_WAFER_38,,18/9/2020 23:39:14,13/11/2020 23:39:14,7264.8,74.4,EQ_WAFER_38_UD_MTTF,EQ_WAFER_38_UD_MTTR,0,0,0,UD,
EQ_WAFER_38,,18/9/2020 23:39:14,13/11/2020 23:39:14,27126.6,59.4,EQ_WAFER_38_ENG_MTTF,EQ_WAFER_38_ENG_MTTR,0,0,0,ENG,
EQ_WAFER_39,1,18/9/2020 23:39:14,13/11/2020 23:39:14,6174.6,387.6,EQ_WAFER_39_1_UD_MTTF,EQ_WAFER_39_1_UD_MTTR,0,0,0,UD,
EQ_WAFER_39,3,18/9/2020 23:39:14,13/11/2020 23:39:14,9498,631.8,EQ_WAFER_39_3_UD_MTTF,EQ_WAFER_39_3_UD_MTTR,0,0,0,UD,
EQ_WAFER_39,4,18/9/2020 23:39:14,13/11/2020 23:39:14,7697.4,529.8,EQ_WAFER_39_4_UD_MTTF,EQ_WAFER_39_4_UD_MTTR,0,0,0,UD,
EQ_WAFER_39,,18/9/2020 23:39:14,13/11/2020 23:39:14,17173.8,78,EQ_WAFER_39_UD_MTTF,EQ_WAFER_39_UD_MTTR,0,0,0,UD,
EQ_WAFER_40,1,18/9/2020 23:39:14,13/11/2020 23:39:14,7169.4,380.4,EQ_WAFER_40_1_UD_MTTF,EQ_WAFER_40_1_UD_MTTR,0,0,0,UD,
EQ_WAFER_40,2,18/9/2020 23:39:14,13/11/2020 23:39:14,4383.6,223.8,EQ_WAFER_40_2_UD_MTTF,EQ_WAFER_40_2_UD_MTTR,0,0,0,UD,
EQ_WAFER_40,3,18/9/2020 23:39:14,13/11/2020 23:39:14,9494.4,578.4,EQ_WAFER_40_3_UD_MTTF,EQ_WAFER_40_3_UD_MTTR,0,0,0,UD,
EQ_WAFER_40,4,18/9/2020 23:39:14,13/11/2020 23:39:14,4320,60,0,0,0,0,0,UD,
EQ_WAFER_40,,18/9/2020 23:39:14,13/11/2020 23:39:14,30828,60.6,EQ_WAFER_40_ENG_MTTF,EQ_WAFER_40_ENG_MTTR,0,0,0,ENG,
EQ_WAFER_40,,18/9/2020 23:39:14,13/11/2020 23:39:14,36459.6,63,EQ_WAFER_40_UD_MTTF,EQ_WAFER_40_UD_MTTR,0,0,0,UD,
EQ_WAFER_41,1,18/9/2020 23:39:14,13/11/2020 23:39:14,6373.8,301.2,EQ_WAFER_41_1_UD_MTTF,EQ_WAFER_41_1_UD_MTTR,0,0,0,UD,
EQ_WAFER_41,2,18/9/2020 23:39:14,13/11/2020 23:39:14,6384,391.2,EQ_WAFER_41_2_UD_MTTF,EQ_WAFER_41_2_UD_MTTR,0,0,0,UD,
EQ_WAFER_41,3,18/9/2020 23:39:14,13/11/2020 23:39:14,4391.4,217.8,EQ_WAFER_41_3_UD_MTTF,EQ_WAFER_41_3_UD_MTTR,0,0,0,UD,
EQ_WAFER_41,4,18/9/2020 23:39:14,13/11/2020 23:39:14,9016.2,503.4,EQ_WAFER_41_4_UD_MTTF,EQ_WAFER_41_4_UD_MTTR,0,0,0,UD,
EQ_WAFER_41,,18/9/2020 23:39:14,13/11/2020 23:39:14,14614.8,49.8,EQ_WAFER_41_UD_MTTF,EQ_WAFER_41_UD_MTTR,0,0,0,UD,
EQ_WAFER_534,,18/9/2020 23:39:14,13/11/2020 23:39:14,1305.6,522,EQ_WAFER_534_UD_MTTF,EQ_WAFER_534_UD_MTTR,0,0,0,UD,
EQ_WAFER_534,,18/9/2020 23:39:14,13/11/2020 23:39:14,10602,237,EQ_WAFER_534_ENG_MTTF,EQ_WAFER_534_ENG_MTTR,0,0,0,ENG,
EQ_WAFER_535,,18/9/2020 23:39:14,13/11/2020 23:39:14,2214.6,401.4,EQ_WAFER_535_UD_MTTF,EQ_WAFER_535_UD_MTTR,0,0,0,UD,
EQ_WAFER_535,,18/9/2020 23:39:14,13/11/2020 23:39:14,8998.2,104.4,EQ_WAFER_535_ENG_MTTF,EQ_WAFER_535_ENG_MTTR,0,0,0,ENG,
EQ_WAFER_536,,18/9/2020 23:39:14,13/11/2020 23:39:14,2266.8,481.2,EQ_WAFER_536_UD_MTTF,EQ_WAFER_536_UD_MTTR,0,0,0,UD,
EQ_WAFER_536,,18/9/2020 23:39:14,13/11/2020 23:39:14,17841.6,398.4,EQ_WAFER_536_ENG_MTTF,EQ_WAFER_536_ENG_MTTR,0,0,0,ENG,
EQ_WAFER_537,,18/9/2020 23:39:14,13/11/2020 23:39:14,1099.8,479.4,EQ_WAFER_537_UD_MTTF,EQ_WAFER_537_UD_MTTR,0,0,0,UD,
EQ_WAFER_537,,18/9/2020 23:39:14,13/11/2020 23:39:14,7973.4,145.8,EQ_WAFER_537_ENG_MTTF,EQ_WAFER_537_ENG_MTTR,0,0,0,ENG,
EQ_WAFER_538,,18/9/2020 23:39:14,13/11/2020 23:39:14,999,246.6,EQ_WAFER_538_UD_MTTF,EQ_WAFER_538_UD_MTTR,0,0,0,UD,
EQ_WAFER_538,,18/9/2020 23:39:14,13/11/2020 23:39:14,8153.4,240.6,EQ_WAFER_538_ENG_MTTF,EQ_WAFER_538_ENG_MTTR,0,0,0,ENG,
EQ_WAFER_539,,18/9/2020 23:39:14,13/11/2020 23:39:14,1353,598.2,EQ_WAFER_539_UD_MTTF,EQ_WAFER_539_UD_MTTR,0,0,0,UD,
EQ_WAFER_539,,18/9/2020 23:39:14,13/11/2020 23:39:14,11458.2,295.8,EQ_WAFER_539_ENG_MTTF,EQ_WAFER_539_ENG_MTTR,0,0,0,ENG,
EQ_WAFER_540,,18/9/2020 23:39:14,13/11/2020 23:39:14,1067.4,460.2,EQ_WAFER_540_UD_MTTF,EQ_WAFER_540_UD_MTTR,0,0,0,UD,
EQ_WAFER_540,,18/9/2020 23:39:14,13/11/2020 23:39:14,10038,447,EQ_WAFER_540_ENG_MTTF,EQ_WAFER_540_ENG_MTTR,0,0,0,ENG,
EQ_WAFER_541,,18/9/2020 23:39:14,13/11/2020 23:39:14,1213.8,316.2,EQ_WAFER_541_UD_MTTF,EQ_WAFER_541_UD_MTTR,0,0,0,UD,
EQ_WAFER_541,,18/9/2020 23:39:14,13/11/2020 23:39:14,13914.6,182.4,EQ_WAFER_541_ENG_MTTF,EQ_WAFER_541_ENG_MTTR,0,0,0,ENG,
EQ_WAFER_542,,18/9/2020 23:39:14,13/11/2020 23:39:14,1406.4,892.2,EQ_WAFER_542_UD_MTTF,EQ_WAFER_542_UD_MTTR,0,0,0,UD,
EQ_WAFER_542,,18/9/2020 23:39:14,13/11/2020 23:39:14,15784.8,818.4,EQ_WAFER_542_ENG_MTTF,EQ_WAFER_542_ENG_MTTR,0,0,0,ENG,
EQ_LOT_78,,18/9/2020 23:39:14,13/11/2020 23:39:14,3209.4,274.2,EQ_LOT_78_UD_MTTF,EQ_LOT_78_UD_MTTR,0,0,0,UD,
EQ_LOT_78,,18/9/2020 23:39:14,13/11/2020 23:39:14,29044.2,40.8,EQ_LOT_78_ENG_MTTF,EQ_LOT_78_ENG_MTTR,0,0,0,ENG,
EQ_LOT_79,,18/9/2020 23:39:14,13/11/2020 23:39:14,3804,265.8,EQ_LOT_79_UD_MTTF,EQ_LOT_79_UD_MTTR,0,0,0,UD,
EQ_LOT_80,,18/9/2020 23:39:14,13/11/2020 23:39:14,1583.4,259.2,EQ_LOT_80_UD_MTTF,EQ_LOT_80_UD_MTTR,0,0,0,UD,
EQ_LOT_81,,18/9/2020 23:39:14,13/11/2020 23:39:14,4432.2,306.6,EQ_LOT_81_UD_MTTF,EQ_LOT_81_UD_MTTR,0,0,0,UD,
EQ_LOT_82,,18/9/2020 23:39:14,13/11/2020 23:39:14,1346.4,98.4,EQ_LOT_82_UD_MTTF,EQ_LOT_82_UD_MTTR,0,0,0,UD,
EQ_LOT_82,,18/9/2020 23:39:14,13/11/2020 23:39:14,23779.8,193.8,EQ_LOT_82_ENG_MTTF,EQ_LOT_82_ENG_MTTR,0,0,0,ENG,
EQ_LOT_83,,18/9/2020 23:39:14,13/11/2020 23:39:14,1815,228,EQ_LOT_83_UD_MTTF,EQ_LOT_83_UD_MTTR,0,0,0,UD,
EQ_LOT_83,,18/9/2020 23:39:14,13/11/2020 23:39:14,33027,60.6,EQ_LOT_83_ENG_MTTF,EQ_LOT_83_ENG_MTTR,0,0,0,ENG,
EQ_LOT_84,,18/9/2020 23:39:14,13/11/2020 23:39:14,2941.8,310.2,EQ_LOT_84_UD_MTTF,EQ_LOT_84_UD_MTTR,0,0,0,UD,
EQ_LOT_84,,18/9/2020 23:39:14,13/11/2020 23:39:14,65108.4,126.6,EQ_LOT_84_ENG_MTTF,EQ_LOT_84_ENG_MTTR,0,0,0,ENG,
EQ_LOT_85,,18/9/2020 23:39:14,13/11/2020 23:39:14,2626.8,118.8,EQ_LOT_85_UD_MTTF,EQ_LOT_85_UD_MTTR,0,0,0,UD,
EQ_LOT_86,,18/9/2020 23:39:14,13/11/2020 23:39:14,2764.8,169.2,EQ_LOT_86_UD_MTTF,EQ_LOT_86_UD_MTTR,0,0,0,UD,
EQ_LOT_86,,18/9/2020 23:39:14,13/11/2020 23:39:14,38673,55.2,EQ_LOT_86_ENG_MTTF,EQ_LOT_86_ENG_MTTR,0,0,0,ENG,
EQ_LOT_87,,18/9/2020 23:39:14,13/11/2020 23:39:14,2048.4,352.2,EQ_LOT_87_UD_MTTF,EQ_LOT_87_UD_MTTR,0,0,0,UD,
EQ_LOT_87,,18/9/2020 23:39:14,13/11/2020 23:39:14,33185.4,64.8,EQ_LOT_87_ENG_MTTF,EQ_LOT_87_ENG_MTTR,0,0,0,ENG,
EQ_LOT_88,,18/9/2020 23:39:14,13/11/2020 23:39:14,2907,390,EQ_LOT_88_UD_MTTF,EQ_LOT_88_UD_MTTR,0,0,0,UD,
EQ_LOT_89,,18/9/2020 23:39:14,13/11/2020 23:39:14,2343,289.8,EQ_LOT_89_UD_MTTF,EQ_LOT_89_UD_MTTR,0,0,0,UD,
EQ_LOT_90,,18/9/2020 23:39:14,13/11/2020 23:39:14,3621.6,658.2,EQ_LOT_90_UD_MTTF,EQ_LOT_90_UD_MTTR,0,0,0,UD,
EQ_LOT_90,,18/9/2020 23:39:14,13/11/2020 23:39:14,38136.6,76.2,EQ_LOT_90_ENG_MTTF,EQ_LOT_90_ENG_MTTR,0,0,0,ENG,
EQ_LOT_91,,18/9/2020 23:39:14,13/11/2020 23:39:14,2976,210.6,EQ_LOT_91_UD_MTTF,EQ_LOT_91_UD_MTTR,0,0,0,UD,
EQ_LOT_91,,18/9/2020 23:39:14,13/11/2020 23:39:14,39613.8,74.4,EQ_LOT_91_ENG_MTTF,EQ_LOT_91_ENG_MTTR,0,0,0,ENG,
EQ_LOT_92,,18/9/2020 23:39:14,13/11/2020 23:39:14,2343.6,382.2,EQ_LOT_92_UD_MTTF,EQ_LOT_92_UD_MTTR,0,0,0,UD,
EQ_LOT_93,,18/9/2020 23:39:14,13/11/2020 23:39:14,10332.6,444.6,EQ_LOT_93_UD_MTTF,EQ_LOT_93_UD_MTTR,0,0,0,UD,
EQ_LOT_94,,18/9/2020 23:39:14,13/11/2020 23:39:14,4938.6,262.8,EQ_LOT_94_UD_MTTF,EQ_LOT_94_UD_MTTR,0,0,0,UD,
EQ_LOT_95,,18/9/2020 23:39:14,13/11/2020 23:39:14,9997.8,409.2,EQ_LOT_95_UD_MTTF,EQ_LOT_95_UD_MTTR,0,0,0,UD,
EQ_LOT_96,,18/9/2020 23:39:14,13/11/2020 23:39:14,2741.4,475.8,EQ_LOT_96_UD_MTTF,EQ_LOT_96_UD_MTTR,0,0,0,UD,
EQ_LOT_97,,18/9/2020 23:39:14,13/11/2020 23:39:14,3946.8,519.6,EQ_LOT_97_UD_MTTF,EQ_LOT_97_UD_MTTR,0,0,0,UD,
EQ_LOT_97,,18/9/2020 23:39:14,13/11/2020 23:39:14,28291.2,50.4,EQ_LOT_97_ENG_MTTF,EQ_LOT_97_ENG_MTTR,0,0,0,ENG,
EQ_LOT_98,,18/9/2020 23:39:14,13/11/2020 23:39:14,2902.8,595.8,EQ_LOT_98_UD_MTTF,EQ_LOT_98_UD_MTTR,0,0,0,UD,
EQ_LOT_99,,18/9/2020 23:39:14,13/11/2020 23:39:14,10395.6,331.2,EQ_LOT_99_UD_MTTF,EQ_LOT_99_UD_MTTR,0,0,0,UD,
EQ_LOT_99,,18/9/2020 23:39:14,13/11/2020 23:39:14,28740.6,54,EQ_LOT_99_ENG_MTTF,EQ_LOT_99_ENG_MTTR,0,0,0,ENG,
EQ_LOT_100,,18/9/2020 23:39:14,13/11/2020 23:39:14,6439.8,261.6,EQ_LOT_100_UD_MTTF,EQ_LOT_100_UD_MTTR,0,0,0,UD,
