EQPT_ID,POLICY,RANK
EQ_WAFER_322,PrioritizeHotLot,6
EQ_WAFER_322,PrioritizeRework,9
EQ_WAFER_322,PrioritizeLongWait,10
EQ_WAFER_322,PrioritizeStepDue,12
EQ_WAFER_323,PrioritizeQueueTimeConstraint,1
EQ_WAFER_323,PrioritizeRocketLot,5
EQ_WAFER_323,PrioritizeHotLot,6
EQ_WAFER_323,PrioritizeRework,9
EQ_WAFER_323,PrioritizeLongWait,10
EQ_WAFER_323,PrioritizeStepDue,12
EQ_WAFER_324,PrioritizeQueueTimeConstraint,1
EQ_WAFER_324,PrioritizeRocketLot,5
EQ_WAFER_324,PrioritizeHotLot,6
EQ_WAFER_324,PrioritizeRework,9
EQ_WAFER_324,PrioritizeLongWait,10
EQ_WAFER_324,PrioritizeStepDue,12
EQ_WAFER_325,PrioritizeQueueTimeConstraint,1
EQ_WAFER_325,PrioritizeRocketLot,5
EQ_WAFER_325,PrioritizeHotLot,6
EQ_WAFER_325,PrioritizeRework,9
EQ_WAFER_325,PrioritizeLongWait,10
EQ_WAFER_325,PrioritizeStepDue,12
EQ_WAFER_325,PrioritizeSameSetup,17
EQ_WAFER_326,PrioritizeQueueTimeConstraint,1
EQ_WAFER_326,PrioritizeRocketLot,5
EQ_WAFER_326,PrioritizeHotLot,6
EQ_WAFER_326,PrioritizeRework,9
EQ_WAFER_326,PrioritizeLongWait,10
EQ_WAFER_326,PrioritizeStepDue,12
EQ_WAFER_326,PrioritizeSameSetup,17
EQ_WAFER_327,PrioritizeQueueTimeConstraint,1
EQ_WAFER_327,PrioritizeRocketLot,5
EQ_WAFER_327,PrioritizeHotLot,6
EQ_WAFER_327,PrioritizeRework,9
EQ_WAFER_327,PrioritizeLongWait,10
EQ_WAFER_327,PrioritizeStepDue,12
EQ_WAFER_327,PrioritizeSameSetup,17
EQ_WAFER_328,PrioritizeQueueTimeConstraint,1
EQ_WAFER_328,PrioritizeRocketLot,5
EQ_WAFER_328,PrioritizeHotLot,6
EQ_WAFER_328,PrioritizeRework,9
EQ_WAFER_328,PrioritizeLongWait,10
EQ_WAFER_328,PrioritizeStepDue,12
EQ_WAFER_328,PrioritizeSameSetup,17
EQ_WAFER_329,PrioritizeQueueTimeConstraint,1
EQ_WAFER_329,PrioritizeRocketLot,5
EQ_WAFER_329,PrioritizeHotLot,6
EQ_WAFER_329,PrioritizeRework,9
EQ_WAFER_329,PrioritizeLongWait,10
EQ_WAFER_329,PrioritizeStepDue,12
EQ_WAFER_330,PrioritizeQueueTimeConstraint,1
EQ_WAFER_330,PrioritizeRocketLot,5
EQ_WAFER_330,PrioritizeHotLot,6
EQ_WAFER_330,PrioritizeRework,9
EQ_WAFER_330,PrioritizeLongWait,10
EQ_WAFER_330,PrioritizeStepDue,12
EQ_WAFER_331,PrioritizeQueueTimeConstraint,1
EQ_WAFER_331,PrioritizeRocketLot,5
EQ_WAFER_331,PrioritizeHotLot,6
EQ_WAFER_331,PrioritizeRework,9
EQ_WAFER_331,PrioritizeLongWait,10
EQ_WAFER_331,PrioritizeStepDue,12
EQ_WAFER_28,PrioritizeQueueTimeConstraint,1
EQ_WAFER_28,PrioritizeRocketLot,5
EQ_WAFER_28,PrioritizeHotLot,6
EQ_WAFER_28,PrioritizeRework,9
EQ_WAFER_28,PrioritizeLongWait,10
EQ_WAFER_28,PrioritizeStepDue,12
EQ_WAFER_28,PreferFastTool,18
EQ_WAFER_29,PrioritizeQueueTimeConstraint,1
EQ_WAFER_29,PrioritizeRocketLot,5
EQ_WAFER_29,PrioritizeHotLot,6
EQ_WAFER_29,PrioritizeRework,9
EQ_WAFER_29,PrioritizeLongWait,10
EQ_WAFER_29,PrioritizeStepDue,12
EQ_WAFER_29,PreferFastTool,18
EQ_WAFER_30,PrioritizeQueueTimeConstraint,1
EQ_WAFER_30,PrioritizeRocketLot,5
EQ_WAFER_30,PrioritizeHotLot,6
EQ_WAFER_30,PrioritizeRework,9
EQ_WAFER_30,PrioritizeLongWait,10
EQ_WAFER_30,PrioritizeStepDue,12
EQ_WAFER_30,PreferFastTool,18
EQ_WAFER_31,PrioritizeQueueTimeConstraint,1
EQ_WAFER_31,PrioritizeRocketLot,5
EQ_WAFER_31,PrioritizeHotLot,6
EQ_WAFER_31,PrioritizeRework,9
EQ_WAFER_31,PrioritizeLongWait,10
EQ_WAFER_31,PrioritizeStepDue,12
EQ_WAFER_31,PreferFastTool,18
EQ_WAFER_32,PrioritizeQueueTimeConstraint,1
EQ_WAFER_32,PrioritizeRocketLot,5
EQ_WAFER_32,PrioritizeHotLot,6
EQ_WAFER_32,PrioritizeRework,9
EQ_WAFER_32,PrioritizeLongWait,10
EQ_WAFER_32,PrioritizeStepDue,12
EQ_WAFER_32,PreferFastTool,18
EQ_WAFER_33,PrioritizeQueueTimeConstraint,1
EQ_WAFER_33,PrioritizeRocketLot,5
EQ_WAFER_33,PrioritizeHotLot,6
EQ_WAFER_33,PrioritizeRework,9
EQ_WAFER_33,PrioritizeLongWait,10
EQ_WAFER_33,PrioritizeStepDue,12
EQ_WAFER_33,PreferFastTool,18
EQ_WAFER_34,PrioritizeQueueTimeConstraint,1
EQ_WAFER_34,PrioritizeRocketLot,5
EQ_WAFER_34,PrioritizeHotLot,6
EQ_WAFER_34,PrioritizeRework,9
EQ_WAFER_34,PrioritizeLongWait,10
EQ_WAFER_34,PrioritizeStepDue,12
EQ_WAFER_34,PreferFastTool,18
EQ_WAFER_35,PrioritizeQueueTimeConstraint,1
EQ_WAFER_35,PrioritizeRocketLot,5
EQ_WAFER_35,PrioritizeHotLot,6
EQ_WAFER_35,PrioritizeRework,9
EQ_WAFER_35,PrioritizeLongWait,10
EQ_WAFER_35,PrioritizeStepDue,12
EQ_WAFER_35,PreferFastTool,18
EQ_WAFER_36,PrioritizeQueueTimeConstraint,1
EQ_WAFER_36,PrioritizeRocketLot,5
EQ_WAFER_36,PrioritizeHotLot,6
EQ_WAFER_36,PrioritizeRework,9
EQ_WAFER_36,PrioritizeLongWait,10
EQ_WAFER_36,PrioritizeStepDue,12
EQ_WAFER_36,PreferFastTool,18
EQ_WAFER_37,PrioritizeQueueTimeConstraint,1
EQ_WAFER_37,PrioritizeRocketLot,5
EQ_WAFER_37,PrioritizeHotLot,6
EQ_WAFER_37,PrioritizeRework,9
EQ_WAFER_37,PrioritizeLongWait,10
EQ_WAFER_37,PrioritizeStepDue,12
EQ_WAFER_37,PreferFastTool,18
EQ_WAFER_38,PrioritizeQueueTimeConstraint,1
EQ_WAFER_38,PreferFastTool,18
EQ_WAFER_39,PrioritizeQueueTimeConstraint,1
EQ_WAFER_39,PrioritizeRocketLot,5
EQ_WAFER_39,PrioritizeHotLot,6
EQ_WAFER_39,PrioritizeRework,9
EQ_WAFER_39,PrioritizeLongWait,10
EQ_WAFER_39,PrioritizeStepDue,12
EQ_WAFER_39,PreferFastTool,18
EQ_WAFER_40,PrioritizeQueueTimeConstraint,1
EQ_WAFER_40,PrioritizeRocketLot,5
EQ_WAFER_40,PrioritizeHotLot,6
EQ_WAFER_40,PrioritizeRework,9
EQ_WAFER_40,PrioritizeLongWait,10
EQ_WAFER_40,PrioritizeStepDue,12
EQ_WAFER_40,PreferFastTool,18
EQ_WAFER_41,PrioritizeQueueTimeConstraint,1
EQ_WAFER_41,PrioritizeRocketLot,5
EQ_WAFER_41,PrioritizeHotLot,6
EQ_WAFER_41,PrioritizeRework,9
EQ_WAFER_41,PrioritizeLongWait,10
EQ_WAFER_41,PrioritizeStepDue,12
EQ_WAFER_41,PreferFastTool,18
EQ_WAFER_534,PrioritizeQueueTimeConstraint,1
EQ_WAFER_534,PrioritizeRocketLot,5
EQ_WAFER_534,PrioritizeHotLot,6
EQ_WAFER_534,PrioritizeRework,9
EQ_WAFER_534,PrioritizeLongWait,10
EQ_WAFER_534,PrioritizeStepDue,12
EQ_WAFER_534,PrioritizeSameSetup,17
EQ_WAFER_535,PrioritizeQueueTimeConstraint,1
EQ_WAFER_535,PrioritizeRocketLot,5
EQ_WAFER_535,PrioritizeHotLot,6
EQ_WAFER_535,PrioritizeRework,9
EQ_WAFER_535,PrioritizeLongWait,10
EQ_WAFER_535,PrioritizeStepDue,12
EQ_WAFER_535,PrioritizeSameSetup,17
EQ_WAFER_536,PrioritizeQueueTimeConstraint,1
EQ_WAFER_536,PrioritizeRocketLot,5
EQ_WAFER_536,PrioritizeHotLot,6
EQ_WAFER_536,PrioritizeRework,9
EQ_WAFER_536,PrioritizeLongWait,10
EQ_WAFER_536,PrioritizeStepDue,12
EQ_WAFER_536,PrioritizeSameSetup,17
EQ_WAFER_537,PrioritizeQueueTimeConstraint,1
EQ_WAFER_537,PrioritizeRocketLot,5
EQ_WAFER_537,PrioritizeHotLot,6
EQ_WAFER_537,PrioritizeRework,9
EQ_WAFER_537,PrioritizeLongWait,10
EQ_WAFER_537,PrioritizeStepDue,12
EQ_WAFER_537,PrioritizeSameSetup,17
EQ_WAFER_538,PrioritizeQueueTimeConstraint,1
EQ_WAFER_538,PrioritizeRocketLot,5
EQ_WAFER_538,PrioritizeHotLot,6
EQ_WAFER_538,PrioritizeRework,9
EQ_WAFER_538,PrioritizeLongWait,10
EQ_WAFER_538,PrioritizeStepDue,12
EQ_WAFER_538,PrioritizeSameSetup,17
EQ_WAFER_539,PrioritizeQueueTimeConstraint,1
EQ_WAFER_539,PrioritizeRocketLot,5
EQ_WAFER_539,PrioritizeHotLot,6
EQ_WAFER_539,PrioritizeRework,9
EQ_WAFER_539,PrioritizeLongWait,10
EQ_WAFER_539,PrioritizeStepDue,12
EQ_WAFER_539,PrioritizeSameSetup,17
EQ_WAFER_540,PrioritizeQueueTimeConstraint,1
EQ_WAFER_540,PrioritizeRocketLot,5
EQ_WAFER_540,PrioritizeHotLot,6
EQ_WAFER_540,PrioritizeRework,9
EQ_WAFER_540,PrioritizeLongWait,10
EQ_WAFER_540,PrioritizeStepDue,12
EQ_WAFER_540,PrioritizeSameSetup,17
EQ_WAFER_541,PrioritizeQueueTimeConstraint,1
EQ_WAFER_541,PrioritizeRocketLot,5
EQ_WAFER_541,PrioritizeHotLot,6
EQ_WAFER_541,PrioritizeRework,9
EQ_WAFER_541,PrioritizeLongWait,10
EQ_WAFER_541,PrioritizeStepDue,12
EQ_WAFER_541,PrioritizeSameSetup,17
EQ_WAFER_542,PrioritizeQueueTimeConstraint,1
EQ_WAFER_542,PrioritizeRocketLot,5
EQ_WAFER_542,PrioritizeHotLot,6
EQ_WAFER_542,PrioritizeRework,9
EQ_WAFER_542,PrioritizeLongWait,10
EQ_WAFER_542,PrioritizeStepDue,12
EQ_WAFER_542,PrioritizeSameSetup,17
EQ_LOT_78,PrioritizeQueueTimeConstraint,1
EQ_LOT_78,PrioritizeRocketLot,5
EQ_LOT_78,PrioritizeHotLot,6
EQ_LOT_78,PrioritizeRework,9
EQ_LOT_78,PrioritizeLongWait,10
EQ_LOT_78,PrioritizeSameSetup,17
EQ_LOT_78,PreferFastTool,18
EQ_LOT_79,PrioritizeQueueTimeConstraint,1
EQ_LOT_79,PrioritizeRocketLot,5
EQ_LOT_79,PrioritizeHotLot,6
EQ_LOT_79,PrioritizeRework,9
EQ_LOT_79,PrioritizeLongWait,10
EQ_LOT_79,PrioritizeSameSetup,17
EQ_LOT_79,PreferFastTool,18
EQ_LOT_80,PrioritizeQueueTimeConstraint,1
EQ_LOT_80,PrioritizeRocketLot,5
EQ_LOT_80,PrioritizeHotLot,6
EQ_LOT_80,PrioritizeRework,9
EQ_LOT_80,PrioritizeLongWait,10
EQ_LOT_80,PrioritizeSameSetup,17
EQ_LOT_80,PreferFastTool,18
EQ_LOT_81,PrioritizeQueueTimeConstraint,1
EQ_LOT_81,PrioritizeRocketLot,5
EQ_LOT_81,PrioritizeHotLot,6
EQ_LOT_81,PrioritizeRework,9
EQ_LOT_81,PrioritizeLongWait,10
EQ_LOT_81,PrioritizeSameSetup,17
EQ_LOT_81,PreferFastTool,18
EQ_LOT_82,PrioritizeQueueTimeConstraint,1
EQ_LOT_82,PrioritizeRocketLot,5
EQ_LOT_82,PrioritizeHotLot,6
EQ_LOT_82,PrioritizeRework,9
EQ_LOT_82,PrioritizeLongWait,10
EQ_LOT_82,PrioritizeSameSetup,17
EQ_LOT_82,PreferFastTool,18
EQ_LOT_83,PrioritizeQueueTimeConstraint,1
EQ_LOT_83,PrioritizeRocketLot,5
EQ_LOT_83,PrioritizeHotLot,6
EQ_LOT_83,PrioritizeRework,9
EQ_LOT_83,PrioritizeLongWait,10
EQ_LOT_83,PrioritizeSameSetup,17
EQ_LOT_83,PreferFastTool,18
EQ_LOT_84,PrioritizeQueueTimeConstraint,1
EQ_LOT_84,PrioritizeRocketLot,5
EQ_LOT_84,PrioritizeHotLot,6
EQ_LOT_84,PrioritizeRework,9
EQ_LOT_84,PrioritizeLongWait,10
EQ_LOT_84,PrioritizeSameSetup,17
EQ_LOT_84,PreferFastTool,18
EQ_LOT_85,PrioritizeQueueTimeConstraint,1
EQ_LOT_85,PrioritizeRocketLot,5
EQ_LOT_85,PrioritizeHotLot,6
EQ_LOT_85,PrioritizeRework,9
EQ_LOT_85,PrioritizeLongWait,10
EQ_LOT_85,PreferFastTool,18
EQ_LOT_86,PrioritizeQueueTimeConstraint,1
EQ_LOT_86,PrioritizeRocketLot,5
EQ_LOT_86,PrioritizeHotLot,6
EQ_LOT_86,PrioritizeRework,9
EQ_LOT_86,PrioritizeLongWait,10
EQ_LOT_86,PreferFastTool,18
EQ_LOT_87,PrioritizeQueueTimeConstraint,1
EQ_LOT_87,PrioritizeRocketLot,5
EQ_LOT_87,PrioritizeHotLot,6
EQ_LOT_87,PrioritizeRework,9
EQ_LOT_87,PrioritizeLongWait,10
EQ_LOT_87,PreferFastTool,18
EQ_LOT_88,PrioritizeQueueTimeConstraint,1
EQ_LOT_88,PrioritizeRocketLot,5
EQ_LOT_88,PrioritizeHotLot,6
EQ_LOT_88,PrioritizeRework,9
EQ_LOT_88,PrioritizeLongWait,10
EQ_LOT_88,PreferFastTool,18
EQ_LOT_89,PrioritizeQueueTimeConstraint,1
EQ_LOT_89,PrioritizeRocketLot,5
EQ_LOT_89,PrioritizeHotLot,6
EQ_LOT_89,PrioritizeRework,9
EQ_LOT_89,PrioritizeLongWait,10
EQ_LOT_89,PreferFastTool,18
EQ_LOT_90,PrioritizeQueueTimeConstraint,1
EQ_LOT_90,PrioritizeRocketLot,5
EQ_LOT_90,PrioritizeHotLot,6
EQ_LOT_90,PrioritizeRework,9
EQ_LOT_90,PrioritizeLongWait,10
EQ_LOT_90,PreferFastTool,18
EQ_LOT_91,PrioritizeQueueTimeConstraint,1
EQ_LOT_91,PrioritizeRocketLot,5
EQ_LOT_91,PrioritizeHotLot,6
EQ_LOT_91,PrioritizeRework,9
EQ_LOT_91,PrioritizeLongWait,10
EQ_LOT_91,PreferFastTool,18
EQ_LOT_92,PrioritizeQueueTimeConstraint,1
EQ_LOT_92,PrioritizeRocketLot,5
EQ_LOT_92,PrioritizeHotLot,6
EQ_LOT_92,PrioritizeRework,9
EQ_LOT_92,PrioritizeLongWait,10
EQ_LOT_92,PreferFastTool,18
EQ_LOT_93,PrioritizeQueueTimeConstraint,1
EQ_LOT_93,PrioritizeRocketLot,5
EQ_LOT_93,PrioritizeHotLot,6
EQ_LOT_93,PrioritizeRework,9
EQ_LOT_93,PrioritizeLongWait,10
EQ_LOT_93,PreferFastTool,18
EQ_LOT_94,PrioritizeQueueTimeConstraint,1
EQ_LOT_94,PrioritizeRocketLot,5
EQ_LOT_94,PrioritizeHotLot,6
EQ_LOT_94,PrioritizeRework,9
EQ_LOT_94,PrioritizeLongWait,10
EQ_LOT_94,PreferFastTool,18
EQ_LOT_95,PrioritizeQueueTimeConstraint,1
EQ_LOT_95,PrioritizeRocketLot,5
EQ_LOT_95,PrioritizeHotLot,6
EQ_LOT_95,PrioritizeRework,9
EQ_LOT_95,PrioritizeLongWait,10
EQ_LOT_95,PreferFastTool,18
EQ_LOT_96,PrioritizeQueueTimeConstraint,1
EQ_LOT_96,PrioritizeRocketLot,5
EQ_LOT_96,PrioritizeHotLot,6
EQ_LOT_96,PrioritizeRework,9
EQ_LOT_96,PrioritizeLongWait,10
EQ_LOT_96,PreferFastTool,18
EQ_LOT_97,PrioritizeQueueTimeConstraint,1
EQ_LOT_97,PreferFastTool,18
EQ_LOT_98,PrioritizeQueueTimeConstraint,1
EQ_LOT_98,PrioritizeRocketLot,5
EQ_LOT_98,PrioritizeHotLot,6
EQ_LOT_98,PrioritizeRework,9
EQ_LOT_98,PrioritizeLongWait,10
EQ_LOT_98,PrioritizeSameSetup,17
EQ_LOT_98,PreferFastTool,18
EQ_LOT_99,PrioritizeQueueTimeConstraint,1
EQ_LOT_99,PrioritizeRocketLot,5
EQ_LOT_99,PrioritizeHotLot,6
EQ_LOT_99,PrioritizeRework,9
EQ_LOT_99,PrioritizeLongWait,10
EQ_LOT_99,PrioritizeSameSetup,17
EQ_LOT_99,PreferFastTool,18
EQ_LOT_100,PrioritizeQueueTimeConstraint,1
EQ_LOT_100,PrioritizeRocketLot,5
EQ_LOT_100,PrioritizeHotLot,6
EQ_LOT_100,PrioritizeRework,9
EQ_LOT_100,PrioritizeLongWait,10
EQ_LOT_100,PrioritizeStepDue,12
EQ_LOT_100,PrioritizeSameSetup,17
EQ_LOT_100,PreferFastTool,18
EQ_LOT_101,PrioritizeQueueTimeConstraint,1
EQ_LOT_101,PrioritizeRocketLot,5
EQ_LOT_101,PrioritizeHotLot,6
EQ_LOT_101,PrioritizeRework,9
EQ_LOT_101,PrioritizeLongWait,10
EQ_LOT_101,PrioritizeStepDue,12
EQ_LOT_101,PrioritizeSameSetup,17
EQ_LOT_101,PreferFastTool,18
EQ_LOT_102,PrioritizeQueueTimeConstraint,1
EQ_LOT_102,PrioritizeRocketLot,5
EQ_LOT_102,PrioritizeHotLot,6
EQ_LOT_102,PrioritizeRework,9
EQ_LOT_102,PrioritizeLongWait,10
EQ_LOT_102,PrioritizeStepDue,12
EQ_LOT_102,PrioritizeSameSetup,17
EQ_LOT_102,PreferFastTool,18
EQ_LOT_103,PrioritizeQueueTimeConstraint,1
EQ_LOT_103,PrioritizeRocketLot,5
EQ_LOT_103,PrioritizeHotLot,6
EQ_LOT_103,PrioritizeRework,9
EQ_LOT_103,PrioritizeLongWait,10
EQ_LOT_103,PrioritizeStepDue,12
EQ_LOT_103,PrioritizeSameSetup,17
EQ_LOT_103,PreferFastTool,18
EQ_LOT_104,PrioritizeQueueTimeConstraint,1
EQ_LOT_104,PrioritizeRocketLot,5
EQ_LOT_104,PrioritizeHotLot,6
EQ_LOT_104,PrioritizeRework,9
EQ_LOT_104,PrioritizeLongWait,10
EQ_LOT_104,PrioritizeStepDue,12
EQ_LOT_105,PrioritizeQueueTimeConstraint,1
EQ_LOT_105,PrioritizeRocketLot,5
EQ_LOT_105,PrioritizeHotLot,6
EQ_LOT_105,PrioritizeRework,9
EQ_LOT_105,PrioritizeLongWait,10
EQ_LOT_105,PrioritizeStepDue,12
EQ_LOT_106,PrioritizeQueueTimeConstraint,1
EQ_LOT_106,PrioritizeRocketLot,5
EQ_LOT_106,PrioritizeHotLot,6
EQ_LOT_106,PrioritizeRework,9
EQ_LOT_106,PrioritizeLongWait,10
EQ_LOT_106,PrioritizeStepDue,12
EQ_WAFER_341,PrioritizeQueueTimeConstraint,1
EQ_WAFER_341,PrioritizeRocketLot,5
EQ_WAFER_341,PrioritizeHotLot,6
EQ_WAFER_341,PrioritizeRework,9
EQ_WAFER_341,PrioritizeLongWait,10
EQ_WAFER_341,PrioritizeStepDue,12
EQ_LOT_107,PrioritizeQueueTimeConstraint,1
EQ_LOT_107,PrioritizeRocketLot,5
EQ_LOT_107,PrioritizeHotLot,6
EQ_LOT_107,PrioritizeRework,9
EQ_LOT_107,PrioritizeLongWait,10
EQ_LOT_107,PrioritizeStepDue,12
EQ_WAFER_357,PrioritizeQueueTimeConstraint,1
EQ_WAFER_357,PrioritizeRocketLot,5
EQ_WAFER_357,PrioritizeHotLot,6
EQ_WAFER_357,PrioritizeRework,9
EQ_WAFER_357,PrioritizeLongWait,10
EQ_WAFER_357,PrioritizeStepDue,12
EQ_WAFER_357,PreferFastTool,18
EQ_WAFER_358,PrioritizeQueueTimeConstraint,1
EQ_WAFER_358,PrioritizeRocketLot,5
EQ_WAFER_358,PrioritizeHotLot,6
EQ_WAFER_358,PrioritizeRework,9
EQ_WAFER_358,PrioritizeLongWait,10
EQ_WAFER_358,PrioritizeStepDue,12
EQ_WAFER_358,PreferFastTool,18
EQ_WAFER_359,PrioritizeQueueTimeConstraint,1
EQ_WAFER_359,PrioritizeRocketLot,5
EQ_WAFER_359,PrioritizeHotLot,6
EQ_WAFER_359,PrioritizeRework,9
EQ_WAFER_359,PrioritizeLongWait,10
EQ_WAFER_359,PrioritizeStepDue,12
EQ_WAFER_359,PreferFastTool,18
EQ_WAFER_360,PrioritizeQueueTimeConstraint,1
EQ_WAFER_360,PrioritizeRocketLot,5
EQ_WAFER_360,PrioritizeHotLot,6
EQ_WAFER_360,PrioritizeRework,9
EQ_WAFER_360,PrioritizeLongWait,10
EQ_WAFER_360,PrioritizeStepDue,12
EQ_WAFER_360,PreferFastTool,18
EQ_WAFER_43,PrioritizeQueueTimeConstraint,1
EQ_WAFER_43,PrioritizeRocketLot,5
EQ_WAFER_43,PrioritizeHotLot,6
EQ_WAFER_43,PrioritizeRework,9
EQ_WAFER_43,PrioritizeLongWait,10
EQ_WAFER_43,PrioritizeStepDue,12
EQ_WAFER_43,PreferFastTool,18
EQ_WAFER_595,PrioritizeQueueTimeConstraint,1
EQ_WAFER_595,PrioritizeRocketLot,5
EQ_WAFER_595,PrioritizeHotLot,6
EQ_WAFER_595,PrioritizeRework,9
EQ_WAFER_595,PrioritizeLongWait,10
EQ_WAFER_595,PrioritizeStepDue,12
EQ_WAFER_595,PreferFastTool,18
EQ_WAFER_390,PrioritizeQueueTimeConstraint,1
EQ_WAFER_390,PrioritizeRocketLot,5
EQ_WAFER_390,PrioritizeHotLot,6
EQ_WAFER_390,PrioritizeRework,9
EQ_WAFER_390,PrioritizeLongWait,10
EQ_WAFER_390,PrioritizeStepDue,12
EQ_WAFER_390,PreferFastTool,18
EQ_WAFER_391,PrioritizeQueueTimeConstraint,1
EQ_WAFER_391,PrioritizeRocketLot,5
EQ_WAFER_391,PrioritizeHotLot,6
EQ_WAFER_391,PrioritizeRework,9
EQ_WAFER_391,PrioritizeLongWait,10
EQ_WAFER_391,PrioritizeStepDue,12
EQ_WAFER_391,PreferFastTool,18
EQ_WAFER_392,PrioritizeQueueTimeConstraint,1
EQ_WAFER_392,PrioritizeRocketLot,5
EQ_WAFER_392,PrioritizeHotLot,6
EQ_WAFER_392,PrioritizeRework,9
EQ_WAFER_392,PrioritizeLongWait,10
EQ_WAFER_392,PrioritizeStepDue,12
EQ_WAFER_392,PreferFastTool,18
EQ_WAFER_393,PrioritizeQueueTimeConstraint,1
EQ_WAFER_393,PreferFastTool,18
EQ_WAFER_261,PrioritizeQueueTimeConstraint,1
EQ_WAFER_261,PrioritizeRocketLot,5
EQ_WAFER_261,PrioritizeHotLot,6
EQ_WAFER_261,PrioritizeRework,9
EQ_WAFER_261,PrioritizeLongWait,10
EQ_WAFER_261,PrioritizeStepDue,12
EQ_WAFER_262,PrioritizeQueueTimeConstraint,1
EQ_WAFER_262,PrioritizeRocketLot,5
EQ_WAFER_262,PrioritizeHotLot,6
EQ_WAFER_262,PrioritizeRework,9
EQ_WAFER_262,PrioritizeLongWait,10
EQ_WAFER_262,PrioritizeStepDue,12
EQ_WAFER_263,PrioritizeQueueTimeConstraint,1
EQ_WAFER_263,PrioritizeRocketLot,5
EQ_WAFER_263,PrioritizeHotLot,6
EQ_WAFER_263,PrioritizeRework,9
EQ_WAFER_263,PrioritizeLongWait,10
EQ_WAFER_263,PrioritizeStepDue,12
EQ_WAFER_339,PrioritizeQueueTimeConstraint,1
EQ_WAFER_339,PrioritizeRocketLot,5
EQ_WAFER_339,PrioritizeHotLot,6
EQ_WAFER_339,PrioritizeRework,9
EQ_WAFER_339,PrioritizeLongWait,10
EQ_WAFER_339,PrioritizeStepDue,12
EQ_WAFER_168,PrioritizeQueueTimeConstraint,1
EQ_WAFER_168,PrioritizeRocketLot,5
EQ_WAFER_168,PrioritizeHotLot,6
EQ_WAFER_168,PrioritizeRework,9
EQ_WAFER_168,PrioritizeLongWait,10
EQ_WAFER_168,PrioritizeStepDue,12
EQ_WAFER_169,PrioritizeQueueTimeConstraint,1
EQ_WAFER_169,PrioritizeRocketLot,5
EQ_WAFER_169,PrioritizeHotLot,6
EQ_WAFER_169,PrioritizeRework,9
EQ_WAFER_169,PrioritizeLongWait,10
EQ_WAFER_169,PrioritizeStepDue,12
EQ_WAFER_170,PrioritizeQueueTimeConstraint,1
EQ_WAFER_170,PrioritizeRocketLot,5
EQ_WAFER_170,PrioritizeHotLot,6
EQ_WAFER_170,PrioritizeRework,9
EQ_WAFER_170,PrioritizeLongWait,10
EQ_WAFER_170,PrioritizeStepDue,12
EQ_WAFER_171,PrioritizeQueueTimeConstraint,1
EQ_WAFER_171,PrioritizeRocketLot,5
EQ_WAFER_171,PrioritizeHotLot,6
EQ_WAFER_171,PrioritizeRework,9
EQ_WAFER_171,PrioritizeLongWait,10
EQ_WAFER_171,PrioritizeStepDue,12
EQ_WAFER_172,PrioritizeQueueTimeConstraint,1
EQ_WAFER_172,PrioritizeRocketLot,5
EQ_WAFER_172,PrioritizeHotLot,6
EQ_WAFER_172,PrioritizeRework,9
EQ_WAFER_172,PrioritizeLongWait,10
EQ_WAFER_172,PrioritizeStepDue,12
EQ_WAFER_173,PrioritizeQueueTimeConstraint,1
EQ_WAFER_173,PrioritizeRocketLot,5
EQ_WAFER_173,PrioritizeHotLot,6
EQ_WAFER_173,PrioritizeRework,9
EQ_WAFER_173,PrioritizeLongWait,10
EQ_WAFER_173,PrioritizeStepDue,12
EQ_WAFER_174,PrioritizeQueueTimeConstraint,1
EQ_WAFER_174,PrioritizeRocketLot,5
EQ_WAFER_174,PrioritizeHotLot,6
EQ_WAFER_174,PrioritizeRework,9
EQ_WAFER_174,PrioritizeLongWait,10
EQ_WAFER_174,PrioritizeStepDue,12
EQ_WAFER_175,PrioritizeQueueTimeConstraint,1
EQ_WAFER_175,PrioritizeRocketLot,5
EQ_WAFER_175,PrioritizeHotLot,6
EQ_WAFER_175,PrioritizeRework,9
EQ_WAFER_175,PrioritizeLongWait,10
EQ_WAFER_175,PrioritizeStepDue,12
EQ_WAFER_176,PrioritizeQueueTimeConstraint,1
EQ_WAFER_176,PrioritizeRocketLot,5
EQ_WAFER_176,PrioritizeHotLot,6
EQ_WAFER_176,PrioritizeRework,9
EQ_WAFER_176,PrioritizeLongWait,10
EQ_WAFER_176,PrioritizeStepDue,12
EQ_WAFER_135,PrioritizeQueueTimeConstraint,1
EQ_WAFER_135,PrioritizeRocketLot,5
EQ_WAFER_135,PrioritizeHotLot,6
EQ_WAFER_135,PrioritizeRework,9
EQ_WAFER_135,PrioritizeLongWait,10
EQ_WAFER_135,PrioritizeStepDue,12
EQ_WAFER_136,PrioritizeQueueTimeConstraint,1
EQ_WAFER_136,PrioritizeRocketLot,5
EQ_WAFER_136,PrioritizeHotLot,6
EQ_WAFER_136,PrioritizeRework,9
EQ_WAFER_136,PrioritizeLongWait,10
EQ_WAFER_136,PrioritizeStepDue,12
EQ_WAFER_137,PrioritizeQueueTimeConstraint,1
EQ_WAFER_137,PrioritizeRocketLot,5
EQ_WAFER_137,PrioritizeHotLot,6
EQ_WAFER_137,PrioritizeRework,9
EQ_WAFER_137,PrioritizeLongWait,10
