EQPT_ID,RECIPE,REMARK
EQ_BATCH_4,REC_BATCH_4,
EQ_BATCH_4,REC_BATCH_170,
EQ_BATCH_5,REC_BATCH_4,
EQ_BATCH_5,REC_BATCH_170,
EQ_BATCH_126,REC_BATCH_170,
EQ_WAFER_636,REC_WAFER_655,
EQ_WAFER_636,REC_WAFER_716,
EQ_WAFER_637,REC_WAFER_655,
EQ_WAFER_637,REC_WAFER_716,
EQ_WAFER_398,REC_WAFER_772,
EQ_WAFER_399,REC_WAFER_772,
EQ_WAFER_344,REC_WAFER_472,
EQ_WAFER_344,REC_WAFER_480,
EQ_WAFER_344,REC_WAFER_506,
EQ_WAFER_344,REC_WAFER_513,
EQ_WAFER_417,REC_WAFER_779,
EQ_WAFER_417,REC_WAFER_198,
EQ_WAFER_418,REC_WAFER_499,
EQ_WAFER_433,REC_WAFER_195,
EQ_WAFER_433,REC_WAFER_229,
EQ_WAFER_434,REC_WAFER_496,
EQ_WAFER_434,REC_WAFER_720,
EQ_WAFER_434,REC_WAFER_868,
EQ_WAFER_434,REC_WAFER_79,
EQ_WAFER_434,REC_WAFER_195,
EQ_WAFER_434,REC_WAFER_229,
EQ_BATCH_374,REC_WAFER_777,
EQ_BATCH_374,REC_WAFER_824,
EQ_BATCH_374,REC_WAFER_869,
EQ_BATCH_374,REC_WAFER_36,
EQ_BATCH_374,REC_WAFER_383,
EQ_BATCH_375,REC_WAFER_824,
EQ_BATCH_375,REC_WAFER_869,
EQ_BATCH_375,REC_WAFER_36,
EQ_BATCH_375,REC_WAFER_80,
EQ_BATCH_355,REC_BATCH_80,
EQ_BATCH_355,REC_BATCH_94,
EQ_BATCH_355,REC_BATCH_108,
EQ_BATCH_356,REC_BATCH_80,
EQ_BATCH_356,REC_BATCH_94,
EQ_BATCH_356,REC_BATCH_108,
EQ_WAFER_258,REC_WAFER_106,
EQ_WAFER_259,REC_WAFER_106,
EQ_WAFER_247,REC_WAFER_734,
EQ_BATCH_339,REC_BATCH_1,
EQ_BATCH_339,REC_BATCH_167,
EQ_WAFER_246,REC_WAFER_734,
EQ_WAFER_183,REC_WAFER_482,
EQ_WAFER_183,REC_WAFER_508,
EQ_WAFER_183,REC_WAFER_564,
EQ_WAFER_183,REC_WAFER_570,
EQ_WAFER_184,REC_WAFER_594,
EQ_WAFER_184,REC_WAFER_600,
EQ_WAFER_184,REC_WAFER_671,
EQ_WAFER_184,REC_WAFER_677,
EQ_WAFER_185,REC_WAFER_606,
EQ_WAFER_185,REC_WAFER_612,
EQ_WAFER_185,REC_WAFER_618,
EQ_WAFER_185,REC_WAFER_624,
EQ_WAFER_186,REC_WAFER_630,
EQ_WAFER_186,REC_WAFER_636,
EQ_WAFER_186,REC_WAFER_642,
EQ_WAFER_186,REC_WAFER_648,
EQ_WAFER_446,REC_WAFER_887,
EQ_WAFER_447,REC_WAFER_884,
EQ_WAFER_447,REC_WAFER_887,
EQ_WAFER_448,REC_WAFER_884,
EQ_WAFER_448,REC_WAFER_887,
EQ_WAFER_449,REC_WAFER_884,
EQ_WAFER_449,REC_WAFER_887,
EQ_WAFER_450,REC_WAFER_887,
EQ_WAFER_306,REC_WAFER_679,
EQ_WAFER_307,REC_WAFER_679,
EQ_WAFER_308,REC_WAFER_679,
EQ_WAFER_596,REC_WAFER_875,
EQ_WAFER_596,REC_WAFER_878,
EQ_WAFER_596,REC_WAFER_881,
EQ_WAFER_597,REC_WAFER_875,
EQ_WAFER_597,REC_WAFER_878,
EQ_WAFER_597,REC_WAFER_881,
EQ_WAFER_598,REC_WAFER_875,
EQ_WAFER_598,REC_WAFER_878,
EQ_WAFER_599,REC_WAFER_875,
EQ_WAFER_599,REC_WAFER_878,
EQ_WAFER_599,REC_WAFER_881,
EQ_WAFER_260,REC_WAFER_17,
EQ_BATCH_6,REC_BATCH_211,
EQ_BATCH_6,REC_BATCH_239,
EQ_BATCH_7,REC_BATCH_211,
EQ_LOT_131,REC_LOT_232,
EQ_WAFER_248,REC_WAFER_657,
EQ_WAFER_248,REC_WAFER_717,
EQ_WAFER_248,REC_WAFER_773,
EQ_WAFER_248,REC_WAFER_820,
EQ_WAFER_249,REC_WAFER_657,
EQ_WAFER_249,REC_WAFER_717,
EQ_WAFER_249,REC_WAFER_773,
EQ_WAFER_249,REC_WAFER_820,
EQ_WAFER_668,REC_WAFER_492,
EQ_WAFER_668,REC_WAFER_580,
EQ_LOT_17,REC_LOT_94,
EQ_LOT_17,REC_LOT_231,
EQ_LOT_17,REC_LOT_275,
EQ_LOT_17,REC_LOT_331,
EQ_LOT_17,REC_LOT_28,
EQ_LOT_17,REC_LOT_77,
EQ_LOT_17,REC_LOT_169,
EQ_LOT_17,REC_LOT_208,
EQ_WAFER_287,REC_WAFER_599,
EQ_WAFER_287,REC_WAFER_605,
EQ_WAFER_287,REC_WAFER_821,
EQ_WAFER_287,REC_WAFER_866,
EQ_WAFER_475,REC_WAFER_769,
EQ_WAFER_475,REC_WAFER_817,
EQ_WAFER_475,REC_WAFER_862,
EQ_WAFER_475,REC_WAFER_118,
EQ_WAFER_475,REC_WAFER_156,
EQ_WAFER_476,REC_WAFER_769,
EQ_WAFER_476,REC_WAFER_817,
EQ_WAFER_476,REC_WAFER_862,
EQ_WAFER_476,REC_WAFER_118,
EQ_WAFER_476,REC_WAFER_156,
EQ_WAFER_477,REC_WAFER_769,
EQ_WAFER_477,REC_WAFER_817,
EQ_WAFER_477,REC_WAFER_862,
EQ_WAFER_477,REC_WAFER_118,
EQ_WAFER_477,REC_WAFER_156,
EQ_WAFER_478,REC_WAFER_769,
EQ_WAFER_482,REC_WAFER_361,
EQ_WAFER_482,REC_WAFER_487,
EQ_BATCH_2,REC_BATCH_9,
EQ_BATCH_2,REC_BATCH_175,
EQ_BATCH_2,REC_BATCH_215,
EQ_BATCH_2,REC_BATCH_243,
EQ_BATCH_2,REC_BATCH_270,
EQ_BATCH_3,REC_BATCH_9,
EQ_BATCH_3,REC_BATCH_175,
EQ_BATCH_3,REC_BATCH_215,
EQ_BATCH_3,REC_BATCH_243,
EQ_BATCH_3,REC_BATCH_270,
EQ_WAFER_669,REC_WAFER_24,
EQ_WAFER_669,REC_WAFER_374,
EQ_WAFER_670,REC_WAFER_24,
EQ_WAFER_670,REC_WAFER_374,
EQ_WAFER_671,REC_WAFER_374,
EQ_LOT_6,REC_LOT_1,
EQ_LOT_6,REC_LOT_111,
EQ_LOT_6,REC_LOT_2,
EQ_LOT_6,REC_LOT_112,
EQ_LOT_6,REC_LOT_3,
EQ_LOT_6,REC_LOT_113,
EQ_LOT_6,REC_LOT_174,
EQ_LOT_6,REC_LOT_225,
EQ_LOT_6,REC_LOT_269,
EQ_LOT_6,REC_LOT_299,
EQ_LOT_6,REC_LOT_325,
EQ_LOT_6,REC_LOT_343,
EQ_LOT_6,REC_LOT_361,
EQ_LOT_6,REC_LOT_23,
EQ_LOT_6,REC_LOT_40,
EQ_LOT_6,REC_LOT_57,
EQ_LOT_6,REC_LOT_73,
EQ_LOT_6,REC_LOT_80,
EQ_LOT_6,REC_LOT_86,
EQ_LOT_6,REC_LOT_91,
EQ_LOT_6,REC_LOT_96,
EQ_LOT_6,REC_LOT_101,
EQ_LOT_6,REC_LOT_106,
EQ_LOT_6,REC_LOT_126,
EQ_LOT_6,REC_LOT_131,
EQ_LOT_6,REC_LOT_136,
EQ_LOT_6,REC_LOT_141,
EQ_LOT_6,REC_LOT_146,
EQ_LOT_6,REC_LOT_151,
EQ_LOT_6,REC_LOT_156,
EQ_LOT_6,REC_LOT_161,
EQ_LOT_6,REC_LOT_166,
EQ_LOT_6,REC_LOT_170,
EQ_LOT_6,REC_LOT_185,
EQ_LOT_6,REC_LOT_189,
EQ_LOT_6,REC_LOT_193,
EQ_LOT_6,REC_LOT_197,
EQ_LOT_6,REC_LOT_201,
EQ_LOT_6,REC_LOT_205,
EQ_LOT_6,REC_LOT_209,
EQ_LOT_6,REC_LOT_213,
EQ_LOT_6,REC_LOT_217,
EQ_LOT_6,REC_LOT_221,
EQ_LOT_6,REC_LOT_234,
EQ_LOT_6,REC_LOT_238,
EQ_LOT_6,REC_LOT_242,
EQ_LOT_6,REC_LOT_246,
EQ_LOT_6,REC_LOT_250,
EQ_LOT_6,REC_LOT_254,
EQ_LOT_6,REC_LOT_257,
EQ_LOT_6,REC_LOT_260,
EQ_LOT_6,REC_LOT_263,
EQ_LOT_6,REC_LOT_266,
EQ_LOT_6,REC_LOT_277,
EQ_LOT_6,REC_LOT_280,
EQ_LOT_6,REC_LOT_4,
EQ_LOT_6,REC_LOT_380,
EQ_LOT_6,REC_LOT_114,
EQ_LOT_6,REC_LOT_175,
EQ_LOT_6,REC_LOT_226,
EQ_LOT_6,REC_LOT_270,
EQ_LOT_6,REC_LOT_300,
EQ_LOT_6,REC_LOT_326,
EQ_LOT_6,REC_LOT_344,
EQ_LOT_6,REC_LOT_362,
EQ_LOT_6,REC_LOT_5,
EQ_LOT_6,REC_LOT_115,
EQ_LOT_6,REC_LOT_7,
EQ_LOT_6,REC_LOT_26,
EQ_LOT_6,REC_LOT_14,
EQ_LOT_6,REC_LOT_18,
EQ_LOT_6,REC_LOT_124,
EQ_LOT_6,REC_LOT_21,
EQ_LOT_6,REC_LOT_22,
EQ_WAFER_394,REC_WAFER_484,
EQ_WAFER_394,REC_WAFER_572,
EQ_WAFER_395,REC_WAFER_3,
EQ_WAFER_395,REC_WAFER_358,
EQ_WAFER_579,REC_WAFER_395,
EQ_WAFER_579,REC_WAFER_396,
EQ_WAFER_579,REC_WAFER_407,
EQ_WAFER_579,REC_WAFER_412,
EQ_WAFER_579,REC_WAFER_413,
EQ_WAFER_579,REC_WAFER_414,
EQ_WAFER_580,REC_WAFER_395,
EQ_WAFER_580,REC_WAFER_396,
EQ_WAFER_580,REC_WAFER_407,
EQ_WAFER_580,REC_WAFER_412,
EQ_WAFER_580,REC_WAFER_413,
EQ_WAFER_580,REC_WAFER_414,
EQ_WAFER_581,REC_WAFER_412,
EQ_WAFER_581,REC_WAFER_413,
EQ_LOT_3,REC_LOT_220,
EQ_LOT_4,REC_LOT_220,
EQ_LOT_5,REC_LOT_224,
EQ_LOT_5,REC_LOT_237,
EQ_WAFER_177,REC_WAFER_42,
EQ_WAFER_177,REC_WAFER_45,
EQ_WAFER_177,REC_WAFER_57,
EQ_WAFER_177,REC_WAFER_60,
EQ_WAFER_178,REC_WAFER_42,
EQ_WAFER_178,REC_WAFER_45,
EQ_WAFER_178,REC_WAFER_57,
EQ_WAFER_178,REC_WAFER_60,
EQ_WAFER_179,REC_WAFER_42,
EQ_WAFER_179,REC_WAFER_45,
EQ_WAFER_179,REC_WAFER_57,
EQ_WAFER_179,REC_WAFER_60,
EQ_LOT_44,REC_LOT_308,
EQ_LOT_44,REC_LOT_310,
EQ_LOT_44,REC_LOT_314,
EQ_LOT_44,REC_LOT_316,
EQ_LOT_44,REC_LOT_318,
EQ_WAFER_389,REC_WAFER_12,
EQ_WAFER_389,REC_WAFER_13,
EQ_LOT_75,REC_LOT_347,
EQ_LOT_75,REC_LOT_365,
EQ_LOT_75,REC_LOT_43,
EQ_LOT_27,REC_LOT_12,
EQ_BATCH_364,REC_BATCH_237,
EQ_BATCH_364,REC_BATCH_265,
EQ_BATCH_365,REC_BATCH_237,
EQ_BATCH_365,REC_BATCH_265,
EQ_BATCH_366,REC_BATCH_237,
EQ_BATCH_366,REC_BATCH_265,
EQ_BATCH_367,REC_BATCH_237,
EQ_BATCH_367,REC_BATCH_265,
EQ_BATCH_368,REC_BATCH_237,
EQ_BATCH_368,REC_BATCH_265,
EQ_BATCH_336,REC_BATCH_11,
EQ_BATCH_337,REC_BATCH_11,
EQ_BATCH_338,REC_BATCH_11,
EQ_WAFER_383,REC_WAFER_712,
EQ_WAFER_383,REC_WAFER_768,
EQ_WAFER_383,REC_WAFER_816,
EQ_WAFER_383,REC_WAFER_73,
EQ_WAFER_383,REC_WAFER_189,
EQ_WAFER_384,REC_WAFER_712,
EQ_WAFER_384,REC_WAFER_768,
EQ_WAFER_384,REC_WAFER_816,
EQ_WAFER_384,REC_WAFER_73,
EQ_WAFER_384,REC_WAFER_189,
EQ_WAFER_385,REC_WAFER_712,
EQ_WAFER_385,REC_WAFER_816,
EQ_WAFER_385,REC_WAFER_73,
EQ_WAFER_385,REC_WAFER_189,
EQ_WAFER_386,REC_WAFER_768,
EQ_WAFER_386,REC_WAFER_816,
EQ_WAFER_386,REC_WAFER_189,
EQ_BATCH_1,REC_BATCH_292,
EQ_BATCH_127,REC_BATCH_158,
EQ_BATCH_127,REC_BATCH_159,
EQ_BATCH_127,REC_BATCH_239,
EQ_LOT_11,REC_LOT_83,
EQ_LOT_11,REC_LOT_89,
EQ_LOT_11,REC_LOT_231,
EQ_LOT_11,REC_LOT_275,
EQ_LOT_11,REC_LOT_305,
EQ_LOT_11,REC_LOT_28,
EQ_LOT_11,REC_LOT_45,
EQ_LOT_11,REC_LOT_77,
EQ_LOT_11,REC_LOT_169,
EQ_LOT_12,REC_LOT_83,
EQ_LOT_12,REC_LOT_89,
EQ_LOT_12,REC_LOT_231,
EQ_LOT_12,REC_LOT_275,
EQ_LOT_12,REC_LOT_305,
EQ_LOT_12,REC_LOT_28,
EQ_LOT_12,REC_LOT_169,
EQ_WAFER_57,REC_WAFER_734,
EQ_LOT_52,REC_LOT_153,
EQ_LOT_52,REC_LOT_158,
EQ_BATCH_369,REC_BATCH_2,
EQ_BATCH_369,REC_BATCH_168,
EQ_BATCH_369,REC_BATCH_209,
EQ_BATCH_370,REC_BATCH_2,
EQ_BATCH_370,REC_BATCH_168,
EQ_BATCH_370,REC_BATCH_209,
EQ_WAFER_517,REC_WAFER_581,
EQ_WAFER_517,REC_WAFER_658,
EQ_WAFER_517,REC_WAFER_718,
EQ_WAFER_517,REC_WAFER_774,
EQ_WAFER_518,REC_WAFER_581,
EQ_WAFER_518,REC_WAFER_658,
EQ_WAFER_518,REC_WAFER_718,
EQ_WAFER_518,REC_WAFER_774,
EQ_WAFER_518,REC_WAFER_821,
EQ_WAFER_518,REC_WAFER_866,
EQ_WAFER_410,REC_WAFER_196,
EQ_WAFER_410,REC_WAFER_230,
EQ_WAFER_410,REC_WAFER_291,
EQ_WAFER_410,REC_WAFER_321,
EQ_WAFER_411,REC_WAFER_196,
EQ_WAFER_411,REC_WAFER_230,
EQ_WAFER_411,REC_WAFER_261,
EQ_WAFER_411,REC_WAFER_291,
EQ_WAFER_411,REC_WAFER_321,
EQ_WAFER_412,REC_WAFER_343,
EQ_WAFER_413,REC_WAFER_196,
EQ_WAFER_413,REC_WAFER_230,
EQ_WAFER_413,REC_WAFER_261,
EQ_WAFER_413,REC_WAFER_321,
EQ_WAFER_483,REC_WAFER_652,
EQ_WAFER_200,REC_WAFER_443,
EQ_WAFER_200,REC_WAFER_451,
EQ_WAFER_200,REC_WAFER_475,
EQ_WAFER_201,REC_WAFER_459,
EQ_WAFER_201,REC_WAFER_467,
EQ_WAFER_201,REC_WAFER_508,
EQ_WAFER_187,REC_WAFER_324,
EQ_WAFER_187,REC_WAFER_482,
EQ_WAFER_187,REC_WAFER_508,
EQ_WAFER_619,REC_WAFER_898,
EQ_WAFER_619,REC_WAFER_901,
EQ_WAFER_582,REC_WAFER_393,
EQ_WAFER_582,REC_WAFER_394,
EQ_WAFER_582,REC_WAFER_408,
EQ_WAFER_582,REC_WAFER_409,
EQ_WAFER_582,REC_WAFER_410,
EQ_WAFER_582,REC_WAFER_411,
EQ_WAFER_583,REC_WAFER_393,
EQ_WAFER_583,REC_WAFER_394,
EQ_WAFER_583,REC_WAFER_408,
EQ_WAFER_583,REC_WAFER_409,
EQ_WAFER_584,REC_WAFER_307,
EQ_WAFER_584,REC_WAFER_390,
EQ_WAFER_584,REC_WAFER_409,
EQ_WAFER_584,REC_WAFER_410,
EQ_WAFER_584,REC_WAFER_411,
EQ_WAFER_585,REC_WAFER_389,
EQ_WAFER_585,REC_WAFER_390,
EQ_WAFER_585,REC_WAFER_409,
EQ_WAFER_585,REC_WAFER_410,
EQ_WAFER_585,REC_WAFER_411,
EQ_WAFER_620,REC_WAFER_898,
EQ_WAFER_620,REC_WAFER_901,
EQ_BATCH_340,REC_BATCH_197,
EQ_BATCH_340,REC_BATCH_203,
EQ_BATCH_341,REC_BATCH_197,
EQ_BATCH_341,REC_BATCH_203,
EQ_WAFER_414,REC_WAFER_661,
EQ_WAFER_414,REC_WAFER_721,
