FAB,EQPT_ID,EQPT_GROUP_NAME,RECIPE,PRODUCT,START_TIME,END_TIME,ROUTE,STAGE
SIMTECH,EQ_WAFER_546,,REC_WAFER_271,*,18/9/2020 23:39:14,13/11/2020 23:39:14,,
